Code;Niveau;Description_FR;Description_EN;Groupe_Utilisation;D.D_%;TCI_%;CAC_%;T.V.A_%;Formalites;Total_%
080241;HS6;Châtaignes en coques;Chestnuts;;;;;;;
0802411000;HS10;Châtaignes en coques - Type 1;Chestnuts - Type 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0802412000;HS10;Châtaignes en coques - Type 2;Chestnuts - Type 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0802419000;HS10;Châtaignes en coques - Autre;Chestnuts - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
080242;HS6;Châtaignes décortiquées;Shelled chestnuts;;;;;;;
0802421000;HS10;Châtaignes décortiquées - Type 1;Shelled chestnuts - Type 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0802422000;HS10;Châtaignes décortiquées - Type 2;Shelled chestnuts - Type 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0802429000;HS10;Châtaignes décortiquées - Autre;Shelled chestnuts - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
080251;HS6;Pistaches en coques;Pistachios;;;;;;;
0802511000;HS10;Pistaches en coques - Type 1;Pistachios - Type 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0802512000;HS10;Pistaches en coques - Type 2;Pistachios - Type 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0802519000;HS10;Pistaches en coques - Autre;Pistachios - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
080252;HS6;Pistaches décortiquées;Shelled pistachios;;;;;;;
0802521000;HS10;Pistaches décortiquées - Type 1;Shelled pistachios - Type 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0802522000;HS10;Pistaches décortiquées - Type 2;Shelled pistachios - Type 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0802529000;HS10;Pistaches décortiquées - Autre;Shelled pistachios - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
080261;HS6;Noix de macadamia en coques;Macadamia nuts in shell;;;;;;;
0802611000;HS10;Noix de macadamia en coques - Grade 1 / Premium;Macadamia nuts in shell - Grade 1 / Premium;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0802612000;HS10;Noix de macadamia en coques - Grade 2 / Standard;Macadamia nuts in shell - Grade 2 / Standard;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0802619000;HS10;Noix de macadamia en coques - Autre;Macadamia nuts in shell - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
080262;HS6;Noix de macadamia décortiquées;Shelled macadamia nuts;;;;;;;
0802621000;HS10;Noix de macadamia décortiquées - Grade 1 / Premium;Shelled macadamia nuts - Grade 1 / Premium;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0802622000;HS10;Noix de macadamia décortiquées - Grade 2 / Standard;Shelled macadamia nuts - Grade 2 / Standard;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0802629000;HS10;Noix de macadamia décortiquées - Autre;Shelled macadamia nuts - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
080270;HS6;Noix de cola (Cola spp.);Nuts;;;;;;;
0802701000;HS10;Noix de cola (Cola spp.) - Type 1;Nuts - Type 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0802702000;HS10;Noix de cola (Cola spp.) - Type 2;Nuts - Type 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0802709000;HS10;Noix de cola (Cola spp.) - Autre;Nuts - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
080280;HS6;Noix d'arec;Nuts;;;;;;;
0802801000;HS10;Noix d'arec - Type 1;Nuts - Type 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0802802000;HS10;Noix d'arec - Type 2;Nuts - Type 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0802809000;HS10;Noix d'arec - Autre;Nuts - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
080290;HS6;Autres fruits à coques;Other nuts;;;;;;;
0802901000;HS10;Autres fruits à coques - Type 1;Other nuts - Type 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0802902000;HS10;Autres fruits à coques - Type 2;Other nuts - Type 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0802909000;HS10;Autres fruits à coques - Autre;Other nuts - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
080291;HS6;Pignons;Nuts;;;;;;;
0802911000;HS10;Pignons - Type 1;Nuts - Type 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0802912000;HS10;Pignons - Type 2;Nuts - Type 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0802919000;HS10;Pignons - Autre;Nuts - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
080292;HS6;Pignons;Nuts;;;;;;;
0802921000;HS10;Pignons - Type 1;Nuts - Type 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0802922000;HS10;Pignons - Type 2;Nuts - Type 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0802929000;HS10;Pignons - Autre;Nuts - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
080299;HS6;Autres;Nuts;;;;;;;
0802991000;HS10;Autres - Type 1;Nuts - Type 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0802992000;HS10;Autres - Type 2;Nuts - Type 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0802999000;HS10;Autres - Autre;Nuts - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0803;RANGEE 03;"Bananas, including plantains; fresh or dried";;;;;;;;
080310;HS6;Bananes plantains;Plantains;;;;;;;
0803101000;HS10;Bananes plantains - Variété 1;Plantains - Variety 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0803102000;HS10;Bananes plantains - Variété 2;Plantains - Variety 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0803109000;HS10;Bananes plantains - Autre;Plantains - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
080390;HS6;Autres bananes fraîches;Other fresh bananas;;;;;;;
0803901000;HS10;Bananes dessert export;Export dessert bananas;Alimentation;0.0;1.0;10.0;19.25;=;30.25
0803909000;HS10;Autres bananes;Other bananas;Alimentation;0.0;1.0;10.0;19.25;=;30.25
0804;RANGEE 04;"Dates, figs, pineapples, avocados, guavas, mangoes and mangosteens; fresh or dried";;;;;;;;
080410;HS6;Dattes fraîches ou sèches;Fresh or dried dates;;;;;;;
0804101000;HS10;Dattes fraîches ou sèches - Type 1;Fresh or dried dates - Type 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0804102000;HS10;Dattes fraîches ou sèches - Type 2;Fresh or dried dates - Type 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0804109000;HS10;Dattes fraîches ou sèches - Autre;Fresh or dried dates - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
080420;HS6;Figues fraîches ou sèches;Fresh or dried figs;;;;;;;
0804201000;HS10;Figues fraîches ou sèches - Type 1;Fresh or dried figs - Type 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0804202000;HS10;Figues fraîches ou sèches - Type 2;Fresh or dried figs - Type 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0804209000;HS10;Figues fraîches ou sèches - Autre;Fresh or dried figs - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
080430;HS6;Ananas frais ou secs;Fresh or dried pineapples;;;;;;;
0804301000;HS10;Ananas frais ou secs - Variété 1;Fresh or dried pineapples - Variety 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0804302000;HS10;Ananas frais ou secs - Variété 2;Fresh or dried pineapples - Variety 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0804309000;HS10;Ananas frais ou secs - Autre;Fresh or dried pineapples - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
080440;HS6;Avocats frais ou secs;Fresh or dried avocados;;;;;;;
0804401000;HS10;Avocats frais ou secs - Variété 1;Fresh or dried avocados - Variety 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0804402000;HS10;Avocats frais ou secs - Variété 2;Fresh or dried avocados - Variety 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0804409000;HS10;Avocats frais ou secs - Autre;Fresh or dried avocados - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
080450;HS6;Goyaves, mangues et mangoustans;Guavas, mangoes and mangosteens;;;;;;;
0804501000;HS10;Goyaves, mangues et mangoustans - Espèce 1;Guavas, mangoes and mangosteens - Species 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0804502000;HS10;Goyaves, mangues et mangoustans - Espèce 2;Guavas, mangoes and mangosteens - Species 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0804509000;HS10;Goyaves, mangues et mangoustans - Autre espèce;Guavas, mangoes and mangosteens - Other species;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0805;RANGEE 05;"Citrus fruit; fresh or dried";;;;;;;;
080510;HS6;Oranges fraîches ou sèches;Fresh or dried oranges;;;;;;;
0805101000;HS10;Oranges fraîches ou sèches - Type 1;Fresh or dried oranges - Type 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0805102000;HS10;Oranges fraîches ou sèches - Type 2;Fresh or dried oranges - Type 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0805109000;HS10;Oranges fraîches ou sèches - Autre;Fresh or dried oranges - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
080520;HS6;Mandarines;Mandarins;;;;;;;
0805201000;HS10;Mandarines - Type 1;Mandarins - Type 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0805202000;HS10;Mandarines - Type 2;Mandarins - Type 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0805209000;HS10;Mandarines - Autre;Mandarins - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
080521;HS6;Mandarines (y compris les tangerines et satsumas);Fruit;;;;;;;
0805211000;HS10;Mandarines (y compris les tangerines et satsumas) - Type 1;Fruit - Type 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0805212000;HS10;Mandarines (y compris les tangerines et satsumas) - Type 2;Fruit - Type 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0805219000;HS10;Mandarines (y compris les tangerines et satsumas) - Autre;Fruit - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
080522;HS6;Clémentines;Fruit;;;;;;;
0805221000;HS10;Clémentines - Type 1;Fruit - Type 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0805222000;HS10;Clémentines - Type 2;Fruit - Type 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0805229000;HS10;Clémentines - Autre;Fruit - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
080529;HS6;Autres;Fruit;;;;;;;
0805291000;HS10;Autres - Type 1;Fruit - Type 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0805292000;HS10;Autres - Type 2;Fruit - Type 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0805299000;HS10;Autres - Autre;Fruit - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
080530;HS6;Citrons et limes;Lemons and limes;;;;;;;
0805301000;HS10;Citrons et limes - Espèce 1;Lemons and limes - Species 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0805302000;HS10;Citrons et limes - Espèce 2;Lemons and limes - Species 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0805309000;HS10;Citrons et limes - Autre espèce;Lemons and limes - Other species;Alimentation;20.0;1.0;10.0;19.25;=;50.25
080540;HS6;Pamplemousses et pomelos;Grapefruit and pomelos;;;;;;;
0805401000;HS10;Pamplemousses et pomelos - Type 1;Grapefruit and pomelos - Type 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0805402000;HS10;Pamplemousses et pomelos - Type 2;Grapefruit and pomelos - Type 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0805409000;HS10;Pamplemousses et pomelos - Autre;Grapefruit and pomelos - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
080550;HS6;Citrons et limes;Lemons and limes;;;;;;;
0805501000;HS10;Citrons et limes - Type 1;Lemons and limes - Type 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0805502000;HS10;Citrons et limes - Type 2;Lemons and limes - Type 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0805509000;HS10;Citrons et limes - Autre;Lemons and limes - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
080590;HS6;Autres agrumes;Other citrus fruit;;;;;;;
0805901000;HS10;Autres agrumes - Type 1;Other citrus fruit - Type 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0805902000;HS10;Autres agrumes - Type 2;Other citrus fruit - Type 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0805909000;HS10;Autres agrumes - Autre;Other citrus fruit - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0806;RANGEE 06;"Grapes; fresh or dried";;;;;;;;
080610;HS6;Raisins frais;Fresh grapes;;;;;;;
0806101000;HS10;Raisins frais - Variété 1;Fresh grapes - Variety 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0806102000;HS10;Raisins frais - Variété 2;Fresh grapes - Variety 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0806109000;HS10;Raisins frais - Autre;Fresh grapes - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
080620;HS6;Raisins secs;Dried grapes;;;;;;;
0806201000;HS10;Raisins secs - Type 1;Dried grapes - Type 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0806202000;HS10;Raisins secs - Type 2;Dried grapes - Type 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0806209000;HS10;Raisins secs - Autre;Dried grapes - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0807;RANGEE 07;"Melons (including watermelons) and papaws (papayas); fresh";;;;;;;;
080711;HS6;Pastèques;Watermelons;;;;;;;
0807111000;HS10;Pastèques - Variété 1;Watermelons - Variety 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0807112000;HS10;Pastèques - Variété 2;Watermelons - Variety 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0807119000;HS10;Pastèques - Autre;Watermelons - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
080719;HS6;Autres melons frais;Other fresh melons;;;;;;;
0807191000;HS10;Autres melons frais - Type 1;Other fresh melons - Type 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0807192000;HS10;Autres melons frais - Type 2;Other fresh melons - Type 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0807199000;HS10;Autres melons frais - Autre;Other fresh melons - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
080720;HS6;Papayes;Papayas;;;;;;;
0807201000;HS10;Papayes - Variété 1;Papayas - Variety 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0807202000;HS10;Papayes - Variété 2;Papayas - Variety 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0807209000;HS10;Papayes - Autre;Papayas - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0808;RANGEE 08;"Apples, pears and quinces; fresh";;;;;;;;
080810;HS6;Pommes fraîches;Fresh apples;;;;;;;
0808101000;HS10;Pommes fraîches - Type 1;Fresh apples - Type 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0808102000;HS10;Pommes fraîches - Type 2;Fresh apples - Type 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0808109000;HS10;Pommes fraîches - Autre;Fresh apples - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
080830;HS6;Poires fraîches;Fresh pears;;;;;;;
0808301000;HS10;Poires fraîches - Type 1;Fresh pears - Type 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0808302000;HS10;Poires fraîches - Type 2;Fresh pears - Type 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0808309000;HS10;Poires fraîches - Autre;Fresh pears - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
080840;HS6;Coings frais;Fresh quinces;;;;;;;
0808401000;HS10;Coings frais - Type 1;Fresh quinces - Type 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0808402000;HS10;Coings frais - Type 2;Fresh quinces - Type 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0808409000;HS10;Coings frais - Autre;Fresh quinces - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0809;RANGEE 09;Apricots, cherries, peaches (including nectarines), plums and sloes, fresh;;;;;;;;
080910;HS6;Abricots frais;Fresh apricots;;;;;;;
0809101000;HS10;Abricots frais - Type 1;Fresh apricots - Type 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0809102000;HS10;Abricots frais - Type 2;Fresh apricots - Type 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0809109000;HS10;Abricots frais - Autre;Fresh apricots - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
080921;HS6;Cerises acides fraîches;Fresh sour cherries;;;;;;;
0809211000;HS10;Cerises acides fraîches - Type 1;Fresh sour cherries - Type 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0809212000;HS10;Cerises acides fraîches - Type 2;Fresh sour cherries - Type 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0809219000;HS10;Cerises acides fraîches - Autre;Fresh sour cherries - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
080929;HS6;Autres cerises fraîches;Other fresh cherries;;;;;;;
0809291000;HS10;Autres cerises fraîches - Type 1;Other fresh cherries - Type 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0809292000;HS10;Autres cerises fraîches - Type 2;Other fresh cherries - Type 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0809299000;HS10;Autres cerises fraîches - Autre;Other fresh cherries - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
080930;HS6;Pêches et nectarines;Peaches and nectarines;;;;;;;
0809301000;HS10;Pêches et nectarines - Variété 1;Peaches and nectarines - Variety 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0809302000;HS10;Pêches et nectarines - Variété 2;Peaches and nectarines - Variety 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0809309000;HS10;Pêches et nectarines - Autre;Peaches and nectarines - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
080940;HS6;Prunes fraîches;Fresh plums;;;;;;;
0809401000;HS10;Prunes fraîches - Type 1;Fresh plums - Type 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0809402000;HS10;Prunes fraîches - Type 2;Fresh plums - Type 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0809409000;HS10;Prunes fraîches - Autre;Fresh plums - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0810;RANGEE 10;"Fruit, fresh; n.e.c. in chapter 08";;;;;;;;
081010;HS6;Fraises fraîches;Fresh strawberries;;;;;;;
0810101000;HS10;Fraises fraîches - Variété 1;Fresh strawberries - Variety 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0810102000;HS10;Fraises fraîches - Variété 2;Fresh strawberries - Variety 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0810109000;HS10;Fraises fraîches - Autre;Fresh strawberries - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
081020;HS6;Framboises;Fresh raspberries;;;;;;;
0810201000;HS10;Framboises - Type 1;Fresh raspberries - Type 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0810202000;HS10;Framboises - Type 2;Fresh raspberries - Type 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0810209000;HS10;Framboises - Autre;Fresh raspberries - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
081030;HS6;Groseilles;Fresh currants;;;;;;;
0810301000;HS10;Groseilles - Type 1;Fresh currants - Type 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0810302000;HS10;Groseilles - Type 2;Fresh currants - Type 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0810309000;HS10;Groseilles - Autre;Fresh currants - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
081040;HS6;Airelles;Fresh cranberries;;;;;;;
0810401000;HS10;Airelles - Type 1;Fresh cranberries - Type 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0810402000;HS10;Airelles - Type 2;Fresh cranberries - Type 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0810409000;HS10;Airelles - Autre;Fresh cranberries - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
081050;HS6;Kiwis frais;Fresh kiwifruit;;;;;;;
0810501000;HS10;Kiwis frais - Type 1;Fresh kiwifruit - Type 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0810502000;HS10;Kiwis frais - Type 2;Fresh kiwifruit - Type 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0810509000;HS10;Kiwis frais - Autre;Fresh kiwifruit - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
081060;HS6;Durians frais;Fresh durians;;;;;;;
0810601000;HS10;Durians frais - Type 1;Fresh durians - Type 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0810602000;HS10;Durians frais - Type 2;Fresh durians - Type 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0810609000;HS10;Durians frais - Autre;Fresh durians - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
081070;HS6;Kakis frais;Fresh persimmons;;;;;;;
0810701000;HS10;Kakis frais - Type 1;Fresh persimmons - Type 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0810702000;HS10;Kakis frais - Type 2;Fresh persimmons - Type 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0810709000;HS10;Kakis frais - Autre;Fresh persimmons - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
081090;HS6;Autres fruits frais (litchis, fruits de la passion);Other fresh fruits (litchis, passion fruit);;;;;;;
0810901000;HS10;Autres fruits frais (litchis, fruits de la passion) - Espèce 1;Other fresh fruits (litchis, passion fruit) - Species 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0810902000;HS10;Autres fruits frais (litchis, fruits de la passion) - Espèce 2;Other fresh fruits (litchis, passion fruit) - Species 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0810909000;HS10;Autres fruits frais (litchis, fruits de la passion) - Autre espèce;Other fresh fruits (litchis, passion fruit) - Other species;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0811;RANGEE 11;"Fruit and nuts; uncooked or cooked by steaming or boiling in water, frozen, whether or not containing added sugar or other sweetening matter";;;;;;;;
081110;HS6;Fraises congelées;Frozen strawberries;;;;;;;
0811101000;HS10;Fraises congelées - Type 1;Frozen strawberries - Type 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0811102000;HS10;Fraises congelées - Type 2;Frozen strawberries - Type 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0811109000;HS10;Fraises congelées - Autre;Frozen strawberries - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
081120;HS6;Framboises congelées;Frozen raspberries;;;;;;;
0811201000;HS10;Framboises congelées - Type 1;Frozen raspberries - Type 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0811202000;HS10;Framboises congelées - Type 2;Frozen raspberries - Type 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0811209000;HS10;Framboises congelées - Autre;Frozen raspberries - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
081190;HS6;Autres fruits congelés;Other frozen fruit;;;;;;;
0811901000;HS10;Autres fruits congelés - Type 1;Other frozen fruit - Type 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0811902000;HS10;Autres fruits congelés - Type 2;Other frozen fruit - Type 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0811909000;HS10;Autres fruits congelés - Autre;Other frozen fruit - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0812;RANGEE 12;Fruit and nuts provisionally preserved, but unsuitable in that state for immediate consumption;;;;;;;;
081210;HS6;Cerises conservées;Provisionally preserved cherries;;;;;;;
0812101000;HS10;Cerises conservées - Type 1;Provisionally preserved cherries - Type 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0812102000;HS10;Cerises conservées - Type 2;Provisionally preserved cherries - Type 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0812109000;HS10;Cerises conservées - Autre;Provisionally preserved cherries - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
081290;HS6;Autres fruits conservés;Other provisionally preserved fruit;;;;;;;
0812901000;HS10;Autres fruits conservés - Type 1;Other provisionally preserved fruit - Type 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0812902000;HS10;Autres fruits conservés - Type 2;Other provisionally preserved fruit - Type 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0812909000;HS10;Autres fruits conservés - Autre;Other provisionally preserved fruit - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0813;RANGEE 13;"Fruit, dried, other than that of heading no. 0801 to 0806; mixtures of nuts or dried fruits of this chapter";;;;;;;;
081310;HS6;Abricots séchés;Dried apricots;;;;;;;
0813101000;HS10;Abricots séchés - Type 1;Dried apricots - Type 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0813102000;HS10;Abricots séchés - Type 2;Dried apricots - Type 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0813109000;HS10;Abricots séchés - Autre;Dried apricots - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
081320;HS6;Pruneaux;Dried prunes;;;;;;;
0813201000;HS10;Pruneaux - Type 1;Dried prunes - Type 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0813202000;HS10;Pruneaux - Type 2;Dried prunes - Type 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0813209000;HS10;Pruneaux - Autre;Dried prunes - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
081330;HS6;Pommes séchées;Dried apples;;;;;;;
0813301000;HS10;Pommes séchées - Type 1;Dried apples - Type 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0813302000;HS10;Pommes séchées - Type 2;Dried apples - Type 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0813309000;HS10;Pommes séchées - Autre;Dried apples - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
081340;HS6;Autres fruits séchés;Other dried fruit;;;;;;;
0813401000;HS10;Autres fruits séchés - Type 1;Other dried fruit - Type 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0813402000;HS10;Autres fruits séchés - Type 2;Other dried fruit - Type 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0813409000;HS10;Autres fruits séchés - Autre;Other dried fruit - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
081350;HS6;Mélanges de fruits secs;Mixtures of dried fruit;;;;;;;
0813501000;HS10;Mélanges de fruits secs - Type 1;Mixtures of dried fruit - Type 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0813502000;HS10;Mélanges de fruits secs - Type 2;Mixtures of dried fruit - Type 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0813509000;HS10;Mélanges de fruits secs - Autre;Mixtures of dried fruit - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0814;RANGEE 14;"Peel of citrus fruit or melons (including watermelons); fresh, frozen dried or provisionally preserved in brine, in sulphur water or in other preservative solutions";;;;;;;;
081400;HS6;Écorces d'agrumes ou de melons;Peel of citrus or melons;;;;;;;
0814001000;HS10;Écorces d'agrumes ou de melons - Type 1;Peel of citrus or melons - Type 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
