Code;Niveau;Description_FR;Description_EN;Groupe_Utilisation;D.D_%;IDF_%;T.V.A_%;Formalites;Total_%
3918909000;HS10;En autres matières plastiques - Autre;Floor - Other;Industrie;25.0;3.5;16.0;=;44.5
3919;RANGEE 19;Self-adhesive plates, sheets, film, foil, tape, strip and other flat shapes, of plastics, whether or not in rolls;;;;;;;
391910;HS6;En rouleaux d'une largeur n'excédant pas 20 cm;Plastics;;;;;;
3919101000;HS10;En rouleaux d'une largeur n'excédant pas 20 cm - Type 1;Plastics - Type 1;Industrie;25.0;3.5;16.0;=;44.5
3919102000;HS10;En rouleaux d'une largeur n'excédant pas 20 cm - Type 2;Plastics - Type 2;Industrie;25.0;3.5;16.0;=;44.5
3919109000;HS10;En rouleaux d'une largeur n'excédant pas 20 cm - Autre;Plastics - Other;Industrie;25.0;3.5;16.0;=;44.5
391990;HS6;Autres;Plastics;;;;;;
3919901000;HS10;Autres - Type 1;Plastics - Type 1;Industrie;25.0;3.5;16.0;=;44.5
3919902000;HS10;Autres - Type 2;Plastics - Type 2;Industrie;25.0;3.5;16.0;=;44.5
3919909000;HS10;Autres - Autre;Plastics - Other;Industrie;25.0;3.5;16.0;=;44.5
3920;RANGEE 20;"Plastics; plates, sheets, film, foil and strip (not self-adhesive); non-cellular and not reinforced, laminated, supported or similarly combined with other materials, n.e.c. in chapter 39";;;;;;;
392010;HS6;Films et feuilles de polymères d'éthylène;Ethylene polymer films and sheets;;;;;;
3920101000;HS10;Films et feuilles de polymères d'éthylène - Type 1;Ethylene polymer films and sheets - Type 1;Industrie;25.0;3.5;16.0;=;44.5
3920102000;HS10;Films et feuilles de polymères d'éthylène - Type 2;Ethylene polymer films and sheets - Type 2;Industrie;25.0;3.5;16.0;=;44.5
3920109000;HS10;Films et feuilles de polymères d'éthylène - Autre;Ethylene polymer films and sheets - Other;Industrie;25.0;3.5;16.0;=;44.5
392020;HS6;En polymères du propylène;Plastics;;;;;;
3920201000;HS10;En polymères du propylène - Type 1;Plastics - Type 1;Industrie;25.0;3.5;16.0;=;44.5
3920202000;HS10;En polymères du propylène - Type 2;Plastics - Type 2;Industrie;25.0;3.5;16.0;=;44.5
3920209000;HS10;En polymères du propylène - Autre;Plastics - Other;Industrie;25.0;3.5;16.0;=;44.5
392030;HS6;En polymères du styrène;Plastics;;;;;;
3920301000;HS10;En polymères du styrène - Type 1;Plastics - Type 1;Industrie;25.0;3.5;16.0;=;44.5
3920302000;HS10;En polymères du styrène - Type 2;Plastics - Type 2;Industrie;25.0;3.5;16.0;=;44.5
3920309000;HS10;En polymères du styrène - Autre;Plastics - Other;Industrie;25.0;3.5;16.0;=;44.5
392043;HS6;Contenant en poids au moins 6% de plastifiants;Plastics;;;;;;
3920431000;HS10;Contenant en poids au moins 6% de plastifiants - Type 1;Plastics - Type 1;Industrie;25.0;3.5;16.0;=;44.5
3920432000;HS10;Contenant en poids au moins 6% de plastifiants - Type 2;Plastics - Type 2;Industrie;25.0;3.5;16.0;=;44.5
3920439000;HS10;Contenant en poids au moins 6% de plastifiants - Autre;Plastics - Other;Industrie;25.0;3.5;16.0;=;44.5
392049;HS6;Autres;Plastics;;;;;;
3920491000;HS10;Autres - Type 1;Plastics - Type 1;Industrie;25.0;3.5;16.0;=;44.5
3920492000;HS10;Autres - Type 2;Plastics - Type 2;Industrie;25.0;3.5;16.0;=;44.5
3920499000;HS10;Autres - Autre;Plastics - Other;Industrie;25.0;3.5;16.0;=;44.5
392051;HS6;En poly(méthacrylate de méthyle);Plastics;;;;;;
3920511000;HS10;En poly(méthacrylate de méthyle) - Type 1;Plastics - Type 1;Industrie;25.0;3.5;16.0;=;44.5
3920512000;HS10;En poly(méthacrylate de méthyle) - Type 2;Plastics - Type 2;Industrie;25.0;3.5;16.0;=;44.5
3920519000;HS10;En poly(méthacrylate de méthyle) - Autre;Plastics - Other;Industrie;25.0;3.5;16.0;=;44.5
392059;HS6;Autres;Plastics;;;;;;
3920591000;HS10;Autres - Type 1;Plastics - Type 1;Industrie;25.0;3.5;16.0;=;44.5
3920592000;HS10;Autres - Type 2;Plastics - Type 2;Industrie;25.0;3.5;16.0;=;44.5
3920599000;HS10;Autres - Autre;Plastics - Other;Industrie;25.0;3.5;16.0;=;44.5
392061;HS6;En polycarbonates;Plastics;;;;;;
3920611000;HS10;En polycarbonates - Type 1;Plastics - Type 1;Industrie;25.0;3.5;16.0;=;44.5
3920612000;HS10;En polycarbonates - Type 2;Plastics - Type 2;Industrie;25.0;3.5;16.0;=;44.5
3920619000;HS10;En polycarbonates - Autre;Plastics - Other;Industrie;25.0;3.5;16.0;=;44.5
392062;HS6;En poly(thylène téréphtalate);Plastics;;;;;;
3920621000;HS10;En poly(thylène téréphtalate) - Type 1;Plastics - Type 1;Industrie;25.0;3.5;16.0;=;44.5
3920622000;HS10;En poly(thylène téréphtalate) - Type 2;Plastics - Type 2;Industrie;25.0;3.5;16.0;=;44.5
3920629000;HS10;En poly(thylène téréphtalate) - Autre;Plastics - Other;Industrie;25.0;3.5;16.0;=;44.5
392063;HS6;En polyesters non saturés;Plastics;;;;;;
3920631000;HS10;En polyesters non saturés - Type 1;Plastics - Type 1;Industrie;25.0;3.5;16.0;=;44.5
3920632000;HS10;En polyesters non saturés - Type 2;Plastics - Type 2;Industrie;25.0;3.5;16.0;=;44.5
3920639000;HS10;En polyesters non saturés - Autre;Plastics - Other;Industrie;25.0;3.5;16.0;=;44.5
392069;HS6;En autres polyesters;Plastics;;;;;;
3920691000;HS10;En autres polyesters - Type 1;Plastics - Type 1;Industrie;25.0;3.5;16.0;=;44.5
3920692000;HS10;En autres polyesters - Type 2;Plastics - Type 2;Industrie;25.0;3.5;16.0;=;44.5
3920699000;HS10;En autres polyesters - Autre;Plastics - Other;Industrie;25.0;3.5;16.0;=;44.5
392071;HS6;En cellulose régénérée;Plastics;;;;;;
3920711000;HS10;En cellulose régénérée - Type 1;Plastics - Type 1;Industrie;25.0;3.5;16.0;=;44.5
3920712000;HS10;En cellulose régénérée - Type 2;Plastics - Type 2;Industrie;25.0;3.5;16.0;=;44.5
3920719000;HS10;En cellulose régénérée - Autre;Plastics - Other;Industrie;25.0;3.5;16.0;=;44.5
392073;HS6;En acétate de cellulose;Plastics;;;;;;
3920731000;HS10;En acétate de cellulose - Type 1;Plastics - Type 1;Industrie;25.0;3.5;16.0;=;44.5
3920732000;HS10;En acétate de cellulose - Type 2;Plastics - Type 2;Industrie;25.0;3.5;16.0;=;44.5
3920739000;HS10;En acétate de cellulose - Autre;Plastics - Other;Industrie;25.0;3.5;16.0;=;44.5
392079;HS6;En autres dérivés de la cellulose;Plastics;;;;;;
3920791000;HS10;En autres dérivés de la cellulose - Type 1;Plastics - Type 1;Industrie;25.0;3.5;16.0;=;44.5
3920792000;HS10;En autres dérivés de la cellulose - Type 2;Plastics - Type 2;Industrie;25.0;3.5;16.0;=;44.5
3920799000;HS10;En autres dérivés de la cellulose - Autre;Plastics - Other;Industrie;25.0;3.5;16.0;=;44.5
392091;HS6;En poly(butyral de vinyle);Plastics;;;;;;
3920911000;HS10;En poly(butyral de vinyle) - Type 1;Plastics - Type 1;Industrie;25.0;3.5;16.0;=;44.5
3920912000;HS10;En poly(butyral de vinyle) - Type 2;Plastics - Type 2;Industrie;25.0;3.5;16.0;=;44.5
3920919000;HS10;En poly(butyral de vinyle) - Autre;Plastics - Other;Industrie;25.0;3.5;16.0;=;44.5
392092;HS6;En polyamides;Plastics;;;;;;
3920921000;HS10;En polyamides - Type 1;Plastics - Type 1;Industrie;25.0;3.5;16.0;=;44.5
3920922000;HS10;En polyamides - Type 2;Plastics - Type 2;Industrie;25.0;3.5;16.0;=;44.5
3920929000;HS10;En polyamides - Autre;Plastics - Other;Industrie;25.0;3.5;16.0;=;44.5
392093;HS6;En résines aminiques;Plastics;;;;;;
3920931000;HS10;En résines aminiques - Type 1;Plastics - Type 1;Industrie;25.0;3.5;16.0;=;44.5
3920932000;HS10;En résines aminiques - Type 2;Plastics - Type 2;Industrie;25.0;3.5;16.0;=;44.5
3920939000;HS10;En résines aminiques - Autre;Plastics - Other;Industrie;25.0;3.5;16.0;=;44.5
392094;HS6;En résines phénoliques;Plastics;;;;;;
3920941000;HS10;En résines phénoliques - Type 1;Plastics - Type 1;Industrie;25.0;3.5;16.0;=;44.5
3920942000;HS10;En résines phénoliques - Type 2;Plastics - Type 2;Industrie;25.0;3.5;16.0;=;44.5
3920949000;HS10;En résines phénoliques - Autre;Plastics - Other;Industrie;25.0;3.5;16.0;=;44.5
392099;HS6;En autres matières plastiques;Plastics;;;;;;
3920991000;HS10;En autres matières plastiques - Type 1;Plastics - Type 1;Industrie;25.0;3.5;16.0;=;44.5
3920992000;HS10;En autres matières plastiques - Type 2;Plastics - Type 2;Industrie;25.0;3.5;16.0;=;44.5
3920999000;HS10;En autres matières plastiques - Autre;Plastics - Other;Industrie;25.0;3.5;16.0;=;44.5
3921;RANGEE 21;Plastic plates, sheets, film, foil and strip n.e.c. in chapter 39;;;;;;;
392111;HS6;En polymères du styrène;Plastics;;;;;;
3921111000;HS10;En polymères du styrène - Type 1;Plastics - Type 1;Industrie;25.0;3.5;16.0;=;44.5
3921112000;HS10;En polymères du styrène - Type 2;Plastics - Type 2;Industrie;25.0;3.5;16.0;=;44.5
3921119000;HS10;En polymères du styrène - Autre;Plastics - Other;Industrie;25.0;3.5;16.0;=;44.5
392112;HS6;En polymères du chlorure de vinyle;Plastics;;;;;;
3921121000;HS10;En polymères du chlorure de vinyle - Type 1;Plastics - Type 1;Industrie;25.0;3.5;16.0;=;44.5
3921122000;HS10;En polymères du chlorure de vinyle - Type 2;Plastics - Type 2;Industrie;25.0;3.5;16.0;=;44.5
3921129000;HS10;En polymères du chlorure de vinyle - Autre;Plastics - Other;Industrie;25.0;3.5;16.0;=;44.5
392113;HS6;En polyuréthanes;Plastics;;;;;;
3921131000;HS10;En polyuréthanes - Type 1;Plastics - Type 1;Industrie;25.0;3.5;16.0;=;44.5
3921132000;HS10;En polyuréthanes - Type 2;Plastics - Type 2;Industrie;25.0;3.5;16.0;=;44.5
3921139000;HS10;En polyuréthanes - Autre;Plastics - Other;Industrie;25.0;3.5;16.0;=;44.5
392114;HS6;En cellulose régénérée;Plastics;;;;;;
3921141000;HS10;En cellulose régénérée - Type 1;Plastics - Type 1;Industrie;25.0;3.5;16.0;=;44.5
3921142000;HS10;En cellulose régénérée - Type 2;Plastics - Type 2;Industrie;25.0;3.5;16.0;=;44.5
3921149000;HS10;En cellulose régénérée - Autre;Plastics - Other;Industrie;25.0;3.5;16.0;=;44.5
392119;HS6;En autres matières plastiques;Plastics;;;;;;
3921191000;HS10;En autres matières plastiques - Type 1;Plastics - Type 1;Industrie;25.0;3.5;16.0;=;44.5
3921192000;HS10;En autres matières plastiques - Type 2;Plastics - Type 2;Industrie;25.0;3.5;16.0;=;44.5
3921199000;HS10;En autres matières plastiques - Autre;Plastics - Other;Industrie;25.0;3.5;16.0;=;44.5
392190;HS6;Autres;Plastics;;;;;;
3921901000;HS10;Autres - Type 1;Plastics - Type 1;Industrie;25.0;3.5;16.0;=;44.5
3921902000;HS10;Autres - Type 2;Plastics - Type 2;Industrie;25.0;3.5;16.0;=;44.5
3921909000;HS10;Autres - Autre;Plastics - Other;Industrie;25.0;3.5;16.0;=;44.5
3922;RANGEE 22;"Sanitary ware; baths, shower-baths, sinks, wash-basins, bidets, lavatory pans, seats and covers, flushing cisterns and sanitary ware, of plastics";;;;;;;
392210;HS6;Baignoires;Plastics;;;;;;
3922101000;HS10;Baignoires - Type 1;Plastics - Type 1;Industrie;25.0;3.5;16.0;=;44.5
3922102000;HS10;Baignoires - Type 2;Plastics - Type 2;Industrie;25.0;3.5;16.0;=;44.5
3922109000;HS10;Baignoires - Autre;Plastics - Other;Industrie;25.0;3.5;16.0;=;44.5
392220;HS6;Sièges et couvercles de cuvettes d'aisance;Plastics;;;;;;
3922201000;HS10;Sièges et couvercles de cuvettes d'aisance - Type 1;Plastics - Type 1;Industrie;25.0;3.5;16.0;=;44.5
3922202000;HS10;Sièges et couvercles de cuvettes d'aisance - Type 2;Plastics - Type 2;Industrie;25.0;3.5;16.0;=;44.5
3922209000;HS10;Sièges et couvercles de cuvettes d'aisance - Autre;Plastics - Other;Industrie;25.0;3.5;16.0;=;44.5
392290;HS6;Autres;Plastics;;;;;;
3922901000;HS10;Autres - Type 1;Plastics - Type 1;Industrie;25.0;3.5;16.0;=;44.5
3922902000;HS10;Autres - Type 2;Plastics - Type 2;Industrie;25.0;3.5;16.0;=;44.5
3922909000;HS10;Autres - Autre;Plastics - Other;Industrie;25.0;3.5;16.0;=;44.5
3923;RANGEE 23;"Plastic articles for the conveyance or packing of goods; stoppers, lids, caps and other closures of plastics";;;;;;;
392310;HS6;Boîtes, caisses et articles similaires en plastique;Plastic boxes, cases and similar articles;;;;;;
3923101000;HS10;Boîtes, caisses et articles similaires en plastique - Type 1;Plastic boxes, cases and similar articles - Type 1;Industrie;25.0;3.5;16.0;=;44.5
3923102000;HS10;Boîtes, caisses et articles similaires en plastique - Type 2;Plastic boxes, cases and similar articles - Type 2;Industrie;25.0;3.5;16.0;=;44.5
3923109000;HS10;Boîtes, caisses et articles similaires en plastique - Autre;Plastic boxes, cases and similar articles - Other;Industrie;25.0;3.5;16.0;=;44.5
392321;HS6;Sacs en polymères d'éthylène;Bags of ethylene polymers;;;;;;
3923211000;HS10;Sacs en polymères d'éthylène - Type 1;Bags of ethylene polymers - Type 1;Industrie;25.0;3.5;16.0;=;44.5
3923212000;HS10;Sacs en polymères d'éthylène - Type 2;Bags of ethylene polymers - Type 2;Industrie;25.0;3.5;16.0;=;44.5
3923219000;HS10;Sacs en polymères d'éthylène - Autre;Bags of ethylene polymers - Other;Industrie;25.0;3.5;16.0;=;44.5
392329;HS6;Sacs en autres matières plastiques;Bags of other plastics;;;;;;
3923291000;HS10;Sacs en autres matières plastiques - Type 1;Bags of other plastics - Type 1;Industrie;25.0;3.5;16.0;=;44.5
3923292000;HS10;Sacs en autres matières plastiques - Type 2;Bags of other plastics - Type 2;Industrie;25.0;3.5;16.0;=;44.5
3923299000;HS10;Sacs en autres matières plastiques - Autre;Bags of other plastics - Other;Industrie;25.0;3.5;16.0;=;44.5
392330;HS6;Bonbonnes;Plastics;;;;;;
3923301000;HS10;Bonbonnes - Type 1;Plastics - Type 1;Industrie;25.0;3.5;16.0;=;44.5
3923302000;HS10;Bonbonnes - Type 2;Plastics - Type 2;Industrie;25.0;3.5;16.0;=;44.5
3923309000;HS10;Bonbonnes - Autre;Plastics - Other;Industrie;25.0;3.5;16.0;=;44.5
392340;HS6;Bobines;Plastics;;;;;;
3923401000;HS10;Bobines - Type 1;Plastics - Type 1;Industrie;25.0;3.5;16.0;=;44.5
3923402000;HS10;Bobines - Type 2;Plastics - Type 2;Industrie;25.0;3.5;16.0;=;44.5
3923409000;HS10;Bobines - Autre;Plastics - Other;Industrie;25.0;3.5;16.0;=;44.5
392350;HS6;Bouchons;Plastics;;;;;;
3923501000;HS10;Bouchons - Type 1;Plastics - Type 1;Industrie;25.0;3.5;16.0;=;44.5
3923502000;HS10;Bouchons - Type 2;Plastics - Type 2;Industrie;25.0;3.5;16.0;=;44.5
3923509000;HS10;Bouchons - Autre;Plastics - Other;Industrie;25.0;3.5;16.0;=;44.5
392390;HS6;Autres;Plastics;;;;;;
3923901000;HS10;Autres - Type 1;Plastics - Type 1;Industrie;25.0;3.5;16.0;=;44.5
3923902000;HS10;Autres - Type 2;Plastics - Type 2;Industrie;25.0;3.5;16.0;=;44.5
3923909000;HS10;Autres - Autre;Plastics - Other;Industrie;25.0;3.5;16.0;=;44.5
3924;RANGEE 24;Tableware, kitchenware, other household articles and hygienic or toilet articles, of plastics;;;;;;;
392410;HS6;Vaisselle en plastique;Plastic tableware;;;;;;
3924101000;HS10;Vaisselle en plastique - Type 1;Plastic tableware - Type 1;Industrie;25.0;3.5;16.0;=;44.5
3924102000;HS10;Vaisselle en plastique - Type 2;Plastic tableware - Type 2;Industrie;25.0;3.5;16.0;=;44.5
3924109000;HS10;Vaisselle en plastique - Autre;Plastic tableware - Other;Industrie;25.0;3.5;16.0;=;44.5
392490;HS6;Autres articles de ménage en plastique;Other plastic household articles;;;;;;
3924901000;HS10;Autres articles de ménage en plastique - Type 1;Other plastic household articles - Type 1;Industrie;25.0;3.5;16.0;=;44.5
3924902000;HS10;Autres articles de ménage en plastique - Type 2;Other plastic household articles - Type 2;Industrie;25.0;3.5;16.0;=;44.5
3924909000;HS10;Autres articles de ménage en plastique - Autre;Other plastic household articles - Other;Industrie;25.0;3.5;16.0;=;44.5
3925;RANGEE 25;"Plastics; builders' wares n.e.c. or included";;;;;;;
392510;HS6;Réservoirs;Plastics;;;;;;
3925101000;HS10;Réservoirs - Type 1;Plastics - Type 1;Industrie;25.0;3.5;16.0;=;44.5
3925102000;HS10;Réservoirs - Type 2;Plastics - Type 2;Industrie;25.0;3.5;16.0;=;44.5
3925109000;HS10;Réservoirs - Autre;Plastics - Other;Industrie;25.0;3.5;16.0;=;44.5
392520;HS6;Portes;Plastics;;;;;;
3925201000;HS10;Portes - Type 1;Plastics - Type 1;Industrie;25.0;3.5;16.0;=;44.5
3925202000;HS10;Portes - Type 2;Plastics - Type 2;Industrie;25.0;3.5;16.0;=;44.5
3925209000;HS10;Portes - Autre;Plastics - Other;Industrie;25.0;3.5;16.0;=;44.5
392530;HS6;Volets;Plastics;;;;;;
3925301000;HS10;Volets - Type 1;Plastics - Type 1;Industrie;25.0;3.5;16.0;=;44.5
3925302000;HS10;Volets - Type 2;Plastics - Type 2;Industrie;25.0;3.5;16.0;=;44.5
3925309000;HS10;Volets - Autre;Plastics - Other;Industrie;25.0;3.5;16.0;=;44.5
392590;HS6;Autres;Plastics;;;;;;
3925901000;HS10;Autres - Type 1;Plastics - Type 1;Industrie;25.0;3.5;16.0;=;44.5
3925902000;HS10;Autres - Type 2;Plastics - Type 2;Industrie;25.0;3.5;16.0;=;44.5
3925909000;HS10;Autres - Autre;Plastics - Other;Industrie;25.0;3.5;16.0;=;44.5
3926;RANGEE 26;Articles of plastics and articles of other materials of heading no. 3901 to 3914, n.e.c. in chapter 39;;;;;;;
392610;HS6;Articles de bureau en plastique;Plastic office articles;;;;;;
3926101000;HS10;Articles de bureau en plastique - Type 1;Plastic office articles - Type 1;Industrie;25.0;3.5;16.0;=;44.5
3926102000;HS10;Articles de bureau en plastique - Type 2;Plastic office articles - Type 2;Industrie;25.0;3.5;16.0;=;44.5
3926109000;HS10;Articles de bureau en plastique - Autre;Plastic office articles - Other;Industrie;25.0;3.5;16.0;=;44.5
392620;HS6;Vêtements et accessoires du vêtement (y compris les gants;Plastics;;;;;;
3926201000;HS10;Vêtements et accessoires du vêtement (y compris les gants - Type 1;Plastics - Type 1;Industrie;25.0;3.5;16.0;=;44.5
3926202000;HS10;Vêtements et accessoires du vêtement (y compris les gants - Type 2;Plastics - Type 2;Industrie;25.0;3.5;16.0;=;44.5
3926209000;HS10;Vêtements et accessoires du vêtement (y compris les gants - Autre;Plastics - Other;Industrie;25.0;3.5;16.0;=;44.5
392630;HS6;Garnitures pour meubles;Plastics;;;;;;
3926301000;HS10;Garnitures pour meubles - Type 1;Plastics - Type 1;Industrie;25.0;3.5;16.0;=;44.5
3926302000;HS10;Garnitures pour meubles - Type 2;Plastics - Type 2;Industrie;25.0;3.5;16.0;=;44.5
3926309000;HS10;Garnitures pour meubles - Autre;Plastics - Other;Industrie;25.0;3.5;16.0;=;44.5
392640;HS6;Statuettes et autres objets d'ornementation;Plastics;;;;;;
3926401000;HS10;Statuettes et autres objets d'ornementation - Type 1;Plastics - Type 1;Industrie;25.0;3.5;16.0;=;44.5
3926402000;HS10;Statuettes et autres objets d'ornementation - Type 2;Plastics - Type 2;Industrie;25.0;3.5;16.0;=;44.5
3926409000;HS10;Statuettes et autres objets d'ornementation - Autre;Plastics - Other;Industrie;25.0;3.5;16.0;=;44.5
392690;HS6;Autres;Plastics;;;;;;
3926901000;HS10;Autres - Type 1;Plastics - Type 1;Industrie;25.0;3.5;16.0;=;44.5
3926902000;HS10;Autres - Type 2;Plastics - Type 2;Industrie;25.0;3.5;16.0;=;44.5
3926909000;HS10;Autres - Autre;Plastics - Other;Industrie;25.0;3.5;16.0;=;44.5
CHAPITRE 40;CHAPITRE;Caoutchouc;;;;;;;
4001;RANGEE 01;"Natural rubber, balata, gutta-percha, guayule, chicle and similar gums; in primary forms or in plates, sheets or strip";;;;;;;
400110;HS6;Latex de caoutchouc naturel;Rubber;;;;;;
4001101000;HS10;Latex de caoutchouc naturel - Type 1;Rubber - Type 1;Industrie;25.0;3.5;16.0;910 Déclaration d'Importation du Produit;44.5
4001102000;HS10;Latex de caoutchouc naturel - Type 2;Rubber - Type 2;Industrie;25.0;3.5;16.0;=;44.5
4001109000;HS10;Latex de caoutchouc naturel - Autre;Rubber - Other;Industrie;25.0;3.5;16.0;=;44.5
400121;HS6;Feuilles fumées de caoutchouc naturel;Smoked sheets of natural rubber;;;;;;
400121;HS6-DIRECT;Feuilles fumées de caoutchouc naturel;Smoked sheets of natural rubber;Industrie;25.0;3.5;16.0;=;44.5
400122;HS6;Caoutchoucs techniquement spécifiés (TSNR);Rubber;;;;;;
4001221000;HS10;Caoutchoucs techniquement spécifiés (TSNR) - Type 1;Rubber - Type 1;Industrie;25.0;3.5;16.0;=;44.5
4001222000;HS10;Caoutchoucs techniquement spécifiés (TSNR) - Type 2;Rubber - Type 2;Industrie;25.0;3.5;16.0;=;44.5
4001229000;HS10;Caoutchoucs techniquement spécifiés (TSNR) - Autre;Rubber - Other;Industrie;25.0;3.5;16.0;=;44.5
400129;HS6;Autres formes de caoutchouc naturel;Other forms of natural rubber;;;;;;
4001291000;HS10;Autres formes de caoutchouc naturel - Type 1;Other forms of natural rubber - Type 1;Industrie;25.0;3.5;16.0;=;44.5
4001292000;HS10;Autres formes de caoutchouc naturel - Type 2;Other forms of natural rubber - Type 2;Industrie;25.0;3.5;16.0;=;44.5
4001299000;HS10;Autres formes de caoutchouc naturel - Autre;Other forms of natural rubber - Other;Industrie;25.0;3.5;16.0;=;44.5
400130;HS6;Balata, gutta-percha;Balata, gutta-percha;;;;;;
4001301000;HS10;Balata, gutta-percha - Type 1;Balata, gutta-percha - Type 1;Industrie;25.0;3.5;16.0;=;44.5
4001302000;HS10;Balata, gutta-percha - Type 2;Balata, gutta-percha - Type 2;Industrie;25.0;3.5;16.0;=;44.5
4001309000;HS10;Balata, gutta-percha - Autre;Balata, gutta-percha - Other;Industrie;25.0;3.5;16.0;=;44.5
4002;RANGEE 02;"Synthetic rubber and factice derived from oils, in primary forms or in plates, sheets or strip; mixtures of heading no. 4001 and 4002, in primary forms or in plates, sheets or strip";;;;;;;
400211;HS6;Latex de caoutchouc styrène-butadiène;Styrene-butadiene rubber latex;;;;;;
4002111000;HS10;Latex de caoutchouc styrène-butadiène - Type 1;Styrene-butadiene rubber latex - Type 1;Industrie;25.0;3.5;16.0;=;44.5
4002112000;HS10;Latex de caoutchouc styrène-butadiène - Type 2;Styrene-butadiene rubber latex - Type 2;Industrie;25.0;3.5;16.0;=;44.5
4002119000;HS10;Latex de caoutchouc styrène-butadiène - Autre;Styrene-butadiene rubber latex - Other;Industrie;25.0;3.5;16.0;=;44.5
400219;HS6;Autres caoutchoucs styrène-butadiène;Other styrene-butadiene rubber;;;;;;
4002191000;HS10;Autres caoutchoucs styrène-butadiène - Type 1;Other styrene-butadiene rubber - Type 1;Industrie;25.0;3.5;16.0;=;44.5
4002192000;HS10;Autres caoutchoucs styrène-butadiène - Type 2;Other styrene-butadiene rubber - Type 2;Industrie;25.0;3.5;16.0;=;44.5
4002199000;HS10;Autres caoutchoucs styrène-butadiène - Autre;Other styrene-butadiene rubber - Other;Industrie;25.0;3.5;16.0;=;44.5
400220;HS6;Caoutchouc butadiène (BR);Rubber;;;;;;
4002201000;HS10;Caoutchouc butadiène (BR) - Type 1;Rubber - Type 1;Industrie;25.0;3.5;16.0;=;44.5
4002202000;HS10;Caoutchouc butadiène (BR) - Type 2;Rubber - Type 2;Industrie;25.0;3.5;16.0;=;44.5
4002209000;HS10;Caoutchouc butadiène (BR) - Autre;Rubber - Other;Industrie;25.0;3.5;16.0;=;44.5
400231;HS6;Caoutchouc isobutène-isoprène (butyle) (IIR);Rubber;;;;;;
4002311000;HS10;Caoutchouc isobutène-isoprène (butyle) (IIR) - Type 1;Rubber - Type 1;Industrie;25.0;3.5;16.0;=;44.5
4002312000;HS10;Caoutchouc isobutène-isoprène (butyle) (IIR) - Type 2;Rubber - Type 2;Industrie;25.0;3.5;16.0;=;44.5
4002319000;HS10;Caoutchouc isobutène-isoprène (butyle) (IIR) - Autre;Rubber - Other;Industrie;25.0;3.5;16.0;=;44.5
400239;HS6;Autres;Rubber;;;;;;
4002391000;HS10;Autres - Type 1;Rubber - Type 1;Industrie;25.0;3.5;16.0;=;44.5
4002392000;HS10;Autres - Type 2;Rubber - Type 2;Industrie;25.0;3.5;16.0;=;44.5
4002399000;HS10;Autres - Autre;Rubber - Other;Industrie;25.0;3.5;16.0;=;44.5
400241;HS6;Latex;Rubber;;;;;;
4002411000;HS10;Latex - Type 1;Rubber - Type 1;Industrie;25.0;3.5;16.0;=;44.5
4002412000;HS10;Latex - Type 2;Rubber - Type 2;Industrie;25.0;3.5;16.0;=;44.5
4002419000;HS10;Latex - Autre;Rubber - Other;Industrie;25.0;3.5;16.0;=;44.5
400249;HS6;Autres;Rubber;;;;;;
4002491000;HS10;Autres - Type 1;Rubber - Type 1;Industrie;25.0;3.5;16.0;=;44.5
4002492000;HS10;Autres - Type 2;Rubber - Type 2;Industrie;25.0;3.5;16.0;=;44.5
4002499000;HS10;Autres - Autre;Rubber - Other;Industrie;25.0;3.5;16.0;=;44.5
400251;HS6;Latex;Rubber;;;;;;
4002511000;HS10;Latex - Type 1;Rubber - Type 1;Industrie;25.0;3.5;16.0;=;44.5
4002512000;HS10;Latex - Type 2;Rubber - Type 2;Industrie;25.0;3.5;16.0;=;44.5
4002519000;HS10;Latex - Autre;Rubber - Other;Industrie;25.0;3.5;16.0;=;44.5
400259;HS6;Autres;Rubber;;;;;;
4002591000;HS10;Autres - Type 1;Rubber - Type 1;Industrie;25.0;3.5;16.0;=;44.5
4002592000;HS10;Autres - Type 2;Rubber - Type 2;Industrie;25.0;3.5;16.0;=;44.5
4002599000;HS10;Autres - Autre;Rubber - Other;Industrie;25.0;3.5;16.0;=;44.5
400260;HS6;Caoutchouc isoprène (IR);Rubber;;;;;;
4002601000;HS10;Caoutchouc isoprène (IR) - Type 1;Rubber - Type 1;Industrie;25.0;3.5;16.0;=;44.5
4002602000;HS10;Caoutchouc isoprène (IR) - Type 2;Rubber - Type 2;Industrie;25.0;3.5;16.0;=;44.5
4002609000;HS10;Caoutchouc isoprène (IR) - Autre;Rubber - Other;Industrie;25.0;3.5;16.0;=;44.5
400270;HS6;Caoutchouc éthylène-propylène-diène non conjugué (EPDM);Rubber;;;;;;
4002701000;HS10;Caoutchouc éthylène-propylène-diène non conjugué (EPDM) - Type 1;Rubber - Type 1;Industrie;25.0;3.5;16.0;=;44.5
4002702000;HS10;Caoutchouc éthylène-propylène-diène non conjugué (EPDM) - Type 2;Rubber - Type 2;Industrie;25.0;3.5;16.0;=;44.5
4002709000;HS10;Caoutchouc éthylène-propylène-diène non conjugué (EPDM) - Autre;Rubber - Other;Industrie;25.0;3.5;16.0;=;44.5
400280;HS6;Mélanges des produits du n°40.01 avec des produits de la présente position;Rubber;;;;;;
