Code;Niveau;Description_FR;Description_EN;Groupe_Utilisation;D.D_%;CEDEAO_%;T.V.A_%;Formalites;Total_%
0714209000;HS10;Patates douces - Autre;Sweet potatoes - Other;Alimentation;20.0;1.0;18.0;=;39.0
071430;HS6;Ignames (Dioscorea spp.);Yams (Dioscorea spp.);;;;;;
0714301000;HS10;Ignames (Dioscorea spp.) - Variété 1;Yams (Dioscorea spp.) - Variety 1;Alimentation;20.0;1.0;18.0;=;39.0
0714302000;HS10;Ignames (Dioscorea spp.) - Variété 2;Yams (Dioscorea spp.) - Variety 2;Alimentation;20.0;1.0;18.0;=;39.0
0714309000;HS10;Ignames (Dioscorea spp.) - Autre;Yams (Dioscorea spp.) - Other;Alimentation;20.0;1.0;18.0;=;39.0
071440;HS6;Colocases (Colocasia spp.);Vegetable roots and tubers;;;;;;
0714401000;HS10;Colocases (Colocasia spp.) - Type 1;Vegetable roots and tubers - Type 1;Alimentation;20.0;1.0;18.0;=;39.0
0714402000;HS10;Colocases (Colocasia spp.) - Type 2;Vegetable roots and tubers - Type 2;Alimentation;20.0;1.0;18.0;=;39.0
0714409000;HS10;Colocases (Colocasia spp.) - Autre;Vegetable roots and tubers - Other;Alimentation;20.0;1.0;18.0;=;39.0
071450;HS6;Yautias (Xanthosoma spp.);Vegetable roots and tubers;;;;;;
0714501000;HS10;Yautias (Xanthosoma spp.) - Type 1;Vegetable roots and tubers - Type 1;Alimentation;20.0;1.0;18.0;=;39.0
0714502000;HS10;Yautias (Xanthosoma spp.) - Type 2;Vegetable roots and tubers - Type 2;Alimentation;20.0;1.0;18.0;=;39.0
0714509000;HS10;Yautias (Xanthosoma spp.) - Autre;Vegetable roots and tubers - Other;Alimentation;20.0;1.0;18.0;=;39.0
071490;HS6;Autres;Vegetable roots and tubers;;;;;;
0714901000;HS10;Autres - Type 1;Vegetable roots and tubers - Type 1;Alimentation;20.0;1.0;18.0;=;39.0
0714902000;HS10;Autres - Type 2;Vegetable roots and tubers - Type 2;Alimentation;20.0;1.0;18.0;=;39.0
0714909000;HS10;Autres - Autre;Vegetable roots and tubers - Other;Alimentation;20.0;1.0;18.0;=;39.0
CHAPITRE 08;CHAPITRE;Fruits comestibles, agrumes;;;;;;;
0801;RANGEE 01;"Nuts, edible; coconuts, Brazil nuts and cashew nuts, fresh or dried, whether or not shelled or peeled";;;;;;;
080111;HS6;Noix de coco desséchées;Desiccated coconuts;;;;;;
0801111000;HS10;Noix de coco desséchées - Type 1;Desiccated coconuts - Type 1;Alimentation;20.0;1.0;18.0;910 Déclaration d'Importation du Produit;39.0
0801112000;HS10;Noix de coco desséchées - Type 2;Desiccated coconuts - Type 2;Alimentation;20.0;1.0;18.0;=;39.0
0801119000;HS10;Noix de coco desséchées - Autre;Desiccated coconuts - Other;Alimentation;20.0;1.0;18.0;=;39.0
080112;HS6;Noix de coco fraîches;Fresh coconuts;;;;;;
0801121000;HS10;Noix de coco fraîches - Type 1;Fresh coconuts - Type 1;Alimentation;20.0;1.0;18.0;=;39.0
0801122000;HS10;Noix de coco fraîches - Type 2;Fresh coconuts - Type 2;Alimentation;20.0;1.0;18.0;=;39.0
0801129000;HS10;Noix de coco fraîches - Autre;Fresh coconuts - Other;Alimentation;20.0;1.0;18.0;=;39.0
080119;HS6;Noix de coco fraîches;Fresh coconuts;;;;;;
0801191000;HS10;Noix de coco fraîches - Type 1;Fresh coconuts - Type 1;Alimentation;20.0;1.0;18.0;=;39.0
0801192000;HS10;Noix de coco fraîches - Type 2;Fresh coconuts - Type 2;Alimentation;20.0;1.0;18.0;=;39.0
0801199000;HS10;Noix de coco fraîches - Autre;Fresh coconuts - Other;Alimentation;20.0;1.0;18.0;=;39.0
080121;HS6;Noix du Brésil en coques;Brazil nuts;;;;;;
0801211000;HS10;Noix du Brésil en coques - Type 1;Brazil nuts - Type 1;Alimentation;20.0;1.0;18.0;=;39.0
0801212000;HS10;Noix du Brésil en coques - Type 2;Brazil nuts - Type 2;Alimentation;20.0;1.0;18.0;=;39.0
0801219000;HS10;Noix du Brésil en coques - Autre;Brazil nuts - Other;Alimentation;20.0;1.0;18.0;=;39.0
080122;HS6;Noix du Brésil décortiquées;Shelled Brazil nuts;;;;;;
0801221000;HS10;Noix du Brésil décortiquées - Type 1;Shelled Brazil nuts - Type 1;Alimentation;20.0;1.0;18.0;=;39.0
0801222000;HS10;Noix du Brésil décortiquées - Type 2;Shelled Brazil nuts - Type 2;Alimentation;20.0;1.0;18.0;=;39.0
0801229000;HS10;Noix du Brésil décortiquées - Autre;Shelled Brazil nuts - Other;Alimentation;20.0;1.0;18.0;=;39.0
080131;HS6;Noix de cajou en coques;Cashew nuts;;;;;;
0801311000;HS10;Noix de cajou en coques - Type 1;Cashew nuts - Type 1;Alimentation;20.0;1.0;18.0;=;39.0
0801312000;HS10;Noix de cajou en coques - Type 2;Cashew nuts - Type 2;Alimentation;20.0;1.0;18.0;=;39.0
0801319000;HS10;Noix de cajou en coques - Autre;Cashew nuts - Other;Alimentation;20.0;1.0;18.0;=;39.0
080132;HS6;Noix de cajou décortiquées;Shelled cashew nuts;;;;;;
0801321000;HS10;Noix de cajou décortiquées - Type 1;Shelled cashew nuts - Type 1;Alimentation;20.0;1.0;18.0;=;39.0
0801322000;HS10;Noix de cajou décortiquées - Type 2;Shelled cashew nuts - Type 2;Alimentation;20.0;1.0;18.0;=;39.0
0801329000;HS10;Noix de cajou décortiquées - Autre;Shelled cashew nuts - Other;Alimentation;20.0;1.0;18.0;=;39.0
0802;RANGEE 02;"Nuts (excluding coconuts, Brazils and cashew nuts); fresh or dried, whether or not shelled or peeled";;;;;;;
080211;HS6;Amandes en coques;Almonds;;;;;;
0802111000;HS10;Amandes en coques - Type 1;Almonds - Type 1;Alimentation;20.0;1.0;18.0;=;39.0
0802112000;HS10;Amandes en coques - Type 2;Almonds - Type 2;Alimentation;20.0;1.0;18.0;=;39.0
0802119000;HS10;Amandes en coques - Autre;Almonds - Other;Alimentation;20.0;1.0;18.0;=;39.0
080212;HS6;Amandes décortiquées;Shelled almonds;;;;;;
0802121000;HS10;Amandes décortiquées - Grade 1 / Premium;Shelled almonds - Grade 1 / Premium;Alimentation;20.0;1.0;18.0;=;39.0
0802122000;HS10;Amandes décortiquées - Grade 2 / Standard;Shelled almonds - Grade 2 / Standard;Alimentation;20.0;1.0;18.0;=;39.0
0802129000;HS10;Amandes décortiquées - Autre;Shelled almonds - Other;Alimentation;20.0;1.0;18.0;=;39.0
080221;HS6;Noisettes en coques;Hazelnuts;;;;;;
0802211000;HS10;Noisettes en coques - Type 1;Hazelnuts - Type 1;Alimentation;20.0;1.0;18.0;=;39.0
0802212000;HS10;Noisettes en coques - Type 2;Hazelnuts - Type 2;Alimentation;20.0;1.0;18.0;=;39.0
0802219000;HS10;Noisettes en coques - Autre;Hazelnuts - Other;Alimentation;20.0;1.0;18.0;=;39.0
080222;HS6;Noisettes décortiquées;Shelled hazelnuts;;;;;;
0802221000;HS10;Noisettes décortiquées - Type 1;Shelled hazelnuts - Type 1;Alimentation;20.0;1.0;18.0;=;39.0
0802222000;HS10;Noisettes décortiquées - Type 2;Shelled hazelnuts - Type 2;Alimentation;20.0;1.0;18.0;=;39.0
0802229000;HS10;Noisettes décortiquées - Autre;Shelled hazelnuts - Other;Alimentation;20.0;1.0;18.0;=;39.0
080231;HS6;Noix en coques;Walnuts;;;;;;
0802311000;HS10;Noix en coques - Type 1;Walnuts - Type 1;Alimentation;20.0;1.0;18.0;=;39.0
0802312000;HS10;Noix en coques - Type 2;Walnuts - Type 2;Alimentation;20.0;1.0;18.0;=;39.0
0802319000;HS10;Noix en coques - Autre;Walnuts - Other;Alimentation;20.0;1.0;18.0;=;39.0
080232;HS6;Noix décortiquées;Shelled walnuts;;;;;;
0802321000;HS10;Noix décortiquées - Type 1;Shelled walnuts - Type 1;Alimentation;20.0;1.0;18.0;=;39.0
0802322000;HS10;Noix décortiquées - Type 2;Shelled walnuts - Type 2;Alimentation;20.0;1.0;18.0;=;39.0
0802329000;HS10;Noix décortiquées - Autre;Shelled walnuts - Other;Alimentation;20.0;1.0;18.0;=;39.0
080241;HS6;Châtaignes en coques;Chestnuts;;;;;;
0802411000;HS10;Châtaignes en coques - Type 1;Chestnuts - Type 1;Alimentation;20.0;1.0;18.0;=;39.0
0802412000;HS10;Châtaignes en coques - Type 2;Chestnuts - Type 2;Alimentation;20.0;1.0;18.0;=;39.0
0802419000;HS10;Châtaignes en coques - Autre;Chestnuts - Other;Alimentation;20.0;1.0;18.0;=;39.0
080242;HS6;Châtaignes décortiquées;Shelled chestnuts;;;;;;
0802421000;HS10;Châtaignes décortiquées - Type 1;Shelled chestnuts - Type 1;Alimentation;20.0;1.0;18.0;=;39.0
0802422000;HS10;Châtaignes décortiquées - Type 2;Shelled chestnuts - Type 2;Alimentation;20.0;1.0;18.0;=;39.0
0802429000;HS10;Châtaignes décortiquées - Autre;Shelled chestnuts - Other;Alimentation;20.0;1.0;18.0;=;39.0
080251;HS6;Pistaches en coques;Pistachios;;;;;;
0802511000;HS10;Pistaches en coques - Type 1;Pistachios - Type 1;Alimentation;20.0;1.0;18.0;=;39.0
0802512000;HS10;Pistaches en coques - Type 2;Pistachios - Type 2;Alimentation;20.0;1.0;18.0;=;39.0
0802519000;HS10;Pistaches en coques - Autre;Pistachios - Other;Alimentation;20.0;1.0;18.0;=;39.0
080252;HS6;Pistaches décortiquées;Shelled pistachios;;;;;;
0802521000;HS10;Pistaches décortiquées - Type 1;Shelled pistachios - Type 1;Alimentation;20.0;1.0;18.0;=;39.0
0802522000;HS10;Pistaches décortiquées - Type 2;Shelled pistachios - Type 2;Alimentation;20.0;1.0;18.0;=;39.0
0802529000;HS10;Pistaches décortiquées - Autre;Shelled pistachios - Other;Alimentation;20.0;1.0;18.0;=;39.0
080261;HS6;Noix de macadamia en coques;Macadamia nuts in shell;;;;;;
0802611000;HS10;Noix de macadamia en coques - Grade 1 / Premium;Macadamia nuts in shell - Grade 1 / Premium;Alimentation;20.0;1.0;18.0;=;39.0
0802612000;HS10;Noix de macadamia en coques - Grade 2 / Standard;Macadamia nuts in shell - Grade 2 / Standard;Alimentation;20.0;1.0;18.0;=;39.0
0802619000;HS10;Noix de macadamia en coques - Autre;Macadamia nuts in shell - Other;Alimentation;20.0;1.0;18.0;=;39.0
080262;HS6;Noix de macadamia décortiquées;Shelled macadamia nuts;;;;;;
0802621000;HS10;Noix de macadamia décortiquées - Grade 1 / Premium;Shelled macadamia nuts - Grade 1 / Premium;Alimentation;20.0;1.0;18.0;=;39.0
0802622000;HS10;Noix de macadamia décortiquées - Grade 2 / Standard;Shelled macadamia nuts - Grade 2 / Standard;Alimentation;20.0;1.0;18.0;=;39.0
0802629000;HS10;Noix de macadamia décortiquées - Autre;Shelled macadamia nuts - Other;Alimentation;20.0;1.0;18.0;=;39.0
080270;HS6;Noix de cola (Cola spp.);Nuts;;;;;;
0802701000;HS10;Noix de cola (Cola spp.) - Type 1;Nuts - Type 1;Alimentation;20.0;1.0;18.0;=;39.0
0802702000;HS10;Noix de cola (Cola spp.) - Type 2;Nuts - Type 2;Alimentation;20.0;1.0;18.0;=;39.0
0802709000;HS10;Noix de cola (Cola spp.) - Autre;Nuts - Other;Alimentation;20.0;1.0;18.0;=;39.0
080280;HS6;Noix d'arec;Nuts;;;;;;
0802801000;HS10;Noix d'arec - Type 1;Nuts - Type 1;Alimentation;20.0;1.0;18.0;=;39.0
0802802000;HS10;Noix d'arec - Type 2;Nuts - Type 2;Alimentation;20.0;1.0;18.0;=;39.0
0802809000;HS10;Noix d'arec - Autre;Nuts - Other;Alimentation;20.0;1.0;18.0;=;39.0
080290;HS6;Autres fruits à coques;Other nuts;;;;;;
0802901000;HS10;Autres fruits à coques - Type 1;Other nuts - Type 1;Alimentation;20.0;1.0;18.0;=;39.0
0802902000;HS10;Autres fruits à coques - Type 2;Other nuts - Type 2;Alimentation;20.0;1.0;18.0;=;39.0
0802909000;HS10;Autres fruits à coques - Autre;Other nuts - Other;Alimentation;20.0;1.0;18.0;=;39.0
080291;HS6;Pignons;Nuts;;;;;;
0802911000;HS10;Pignons - Type 1;Nuts - Type 1;Alimentation;20.0;1.0;18.0;=;39.0
0802912000;HS10;Pignons - Type 2;Nuts - Type 2;Alimentation;20.0;1.0;18.0;=;39.0
0802919000;HS10;Pignons - Autre;Nuts - Other;Alimentation;20.0;1.0;18.0;=;39.0
080292;HS6;Pignons;Nuts;;;;;;
0802921000;HS10;Pignons - Type 1;Nuts - Type 1;Alimentation;20.0;1.0;18.0;=;39.0
0802922000;HS10;Pignons - Type 2;Nuts - Type 2;Alimentation;20.0;1.0;18.0;=;39.0
0802929000;HS10;Pignons - Autre;Nuts - Other;Alimentation;20.0;1.0;18.0;=;39.0
080299;HS6;Autres;Nuts;;;;;;
0802991000;HS10;Autres - Type 1;Nuts - Type 1;Alimentation;20.0;1.0;18.0;=;39.0
0802992000;HS10;Autres - Type 2;Nuts - Type 2;Alimentation;20.0;1.0;18.0;=;39.0
0802999000;HS10;Autres - Autre;Nuts - Other;Alimentation;20.0;1.0;18.0;=;39.0
0803;RANGEE 03;"Bananas, including plantains; fresh or dried";;;;;;;
080310;HS6;Bananes plantains;Plantains;;;;;;
0803101000;HS10;Bananes plantains - Variété 1;Plantains - Variety 1;Alimentation;20.0;1.0;18.0;=;39.0
0803102000;HS10;Bananes plantains - Variété 2;Plantains - Variety 2;Alimentation;20.0;1.0;18.0;=;39.0
0803109000;HS10;Bananes plantains - Autre;Plantains - Other;Alimentation;20.0;1.0;18.0;=;39.0
080390;HS6;Autres bananes fraîches;Other fresh bananas;;;;;;
0803901000;HS10;Autres bananes fraîches - Type 1;Other fresh bananas - Type 1;Alimentation;20.0;1.0;18.0;=;39.0
0803902000;HS10;Autres bananes fraîches - Type 2;Other fresh bananas - Type 2;Alimentation;20.0;1.0;18.0;=;39.0
0803909000;HS10;Autres bananes fraîches - Autre;Other fresh bananas - Other;Alimentation;20.0;1.0;18.0;=;39.0
0804;RANGEE 04;"Dates, figs, pineapples, avocados, guavas, mangoes and mangosteens; fresh or dried";;;;;;;
080410;HS6;Dattes fraîches ou sèches;Fresh or dried dates;;;;;;
0804101000;HS10;Dattes fraîches ou sèches - Type 1;Fresh or dried dates - Type 1;Alimentation;20.0;1.0;18.0;=;39.0
0804102000;HS10;Dattes fraîches ou sèches - Type 2;Fresh or dried dates - Type 2;Alimentation;20.0;1.0;18.0;=;39.0
0804109000;HS10;Dattes fraîches ou sèches - Autre;Fresh or dried dates - Other;Alimentation;20.0;1.0;18.0;=;39.0
080420;HS6;Figues fraîches ou sèches;Fresh or dried figs;;;;;;
0804201000;HS10;Figues fraîches ou sèches - Type 1;Fresh or dried figs - Type 1;Alimentation;20.0;1.0;18.0;=;39.0
0804202000;HS10;Figues fraîches ou sèches - Type 2;Fresh or dried figs - Type 2;Alimentation;20.0;1.0;18.0;=;39.0
0804209000;HS10;Figues fraîches ou sèches - Autre;Fresh or dried figs - Other;Alimentation;20.0;1.0;18.0;=;39.0
080430;HS6;Ananas frais ou secs;Fresh or dried pineapples;;;;;;
0804301000;HS10;Ananas frais ou secs - Variété 1;Fresh or dried pineapples - Variety 1;Alimentation;20.0;1.0;18.0;=;39.0
0804302000;HS10;Ananas frais ou secs - Variété 2;Fresh or dried pineapples - Variety 2;Alimentation;20.0;1.0;18.0;=;39.0
0804309000;HS10;Ananas frais ou secs - Autre;Fresh or dried pineapples - Other;Alimentation;20.0;1.0;18.0;=;39.0
080440;HS6;Avocats frais ou secs;Fresh or dried avocados;;;;;;
0804401000;HS10;Avocats frais ou secs - Variété 1;Fresh or dried avocados - Variety 1;Alimentation;20.0;1.0;18.0;=;39.0
0804402000;HS10;Avocats frais ou secs - Variété 2;Fresh or dried avocados - Variety 2;Alimentation;20.0;1.0;18.0;=;39.0
0804409000;HS10;Avocats frais ou secs - Autre;Fresh or dried avocados - Other;Alimentation;20.0;1.0;18.0;=;39.0
080450;HS6;Goyaves, mangues et mangoustans;Guavas, mangoes and mangosteens;;;;;;
0804501000;HS10;Goyaves, mangues et mangoustans - Espèce 1;Guavas, mangoes and mangosteens - Species 1;Alimentation;20.0;1.0;18.0;=;39.0
0804502000;HS10;Goyaves, mangues et mangoustans - Espèce 2;Guavas, mangoes and mangosteens - Species 2;Alimentation;20.0;1.0;18.0;=;39.0
0804509000;HS10;Goyaves, mangues et mangoustans - Autre espèce;Guavas, mangoes and mangosteens - Other species;Alimentation;20.0;1.0;18.0;=;39.0
0805;RANGEE 05;"Citrus fruit; fresh or dried";;;;;;;
080510;HS6;Oranges fraîches ou sèches;Fresh or dried oranges;;;;;;
0805101000;HS10;Oranges fraîches ou sèches - Type 1;Fresh or dried oranges - Type 1;Alimentation;20.0;1.0;18.0;=;39.0
0805102000;HS10;Oranges fraîches ou sèches - Type 2;Fresh or dried oranges - Type 2;Alimentation;20.0;1.0;18.0;=;39.0
0805109000;HS10;Oranges fraîches ou sèches - Autre;Fresh or dried oranges - Other;Alimentation;20.0;1.0;18.0;=;39.0
080520;HS6;Mandarines;Mandarins;;;;;;
0805201000;HS10;Mandarines - Type 1;Mandarins - Type 1;Alimentation;20.0;1.0;18.0;=;39.0
0805202000;HS10;Mandarines - Type 2;Mandarins - Type 2;Alimentation;20.0;1.0;18.0;=;39.0
0805209000;HS10;Mandarines - Autre;Mandarins - Other;Alimentation;20.0;1.0;18.0;=;39.0
080521;HS6;Mandarines (y compris les tangerines et satsumas);Fruit;;;;;;
0805211000;HS10;Mandarines (y compris les tangerines et satsumas) - Type 1;Fruit - Type 1;Alimentation;20.0;1.0;18.0;=;39.0
0805212000;HS10;Mandarines (y compris les tangerines et satsumas) - Type 2;Fruit - Type 2;Alimentation;20.0;1.0;18.0;=;39.0
0805219000;HS10;Mandarines (y compris les tangerines et satsumas) - Autre;Fruit - Other;Alimentation;20.0;1.0;18.0;=;39.0
080522;HS6;Clémentines;Fruit;;;;;;
0805221000;HS10;Clémentines - Type 1;Fruit - Type 1;Alimentation;20.0;1.0;18.0;=;39.0
0805222000;HS10;Clémentines - Type 2;Fruit - Type 2;Alimentation;20.0;1.0;18.0;=;39.0
0805229000;HS10;Clémentines - Autre;Fruit - Other;Alimentation;20.0;1.0;18.0;=;39.0
080529;HS6;Autres;Fruit;;;;;;
0805291000;HS10;Autres - Type 1;Fruit - Type 1;Alimentation;20.0;1.0;18.0;=;39.0
0805292000;HS10;Autres - Type 2;Fruit - Type 2;Alimentation;20.0;1.0;18.0;=;39.0
0805299000;HS10;Autres - Autre;Fruit - Other;Alimentation;20.0;1.0;18.0;=;39.0
080530;HS6;Citrons et limes;Lemons and limes;;;;;;
0805301000;HS10;Citrons et limes - Espèce 1;Lemons and limes - Species 1;Alimentation;20.0;1.0;18.0;=;39.0
0805302000;HS10;Citrons et limes - Espèce 2;Lemons and limes - Species 2;Alimentation;20.0;1.0;18.0;=;39.0
0805309000;HS10;Citrons et limes - Autre espèce;Lemons and limes - Other species;Alimentation;20.0;1.0;18.0;=;39.0
080540;HS6;Pamplemousses et pomelos;Grapefruit and pomelos;;;;;;
0805401000;HS10;Pamplemousses et pomelos - Type 1;Grapefruit and pomelos - Type 1;Alimentation;20.0;1.0;18.0;=;39.0
0805402000;HS10;Pamplemousses et pomelos - Type 2;Grapefruit and pomelos - Type 2;Alimentation;20.0;1.0;18.0;=;39.0
0805409000;HS10;Pamplemousses et pomelos - Autre;Grapefruit and pomelos - Other;Alimentation;20.0;1.0;18.0;=;39.0
080550;HS6;Citrons et limes;Lemons and limes;;;;;;
0805501000;HS10;Citrons et limes - Type 1;Lemons and limes - Type 1;Alimentation;20.0;1.0;18.0;=;39.0
0805502000;HS10;Citrons et limes - Type 2;Lemons and limes - Type 2;Alimentation;20.0;1.0;18.0;=;39.0
0805509000;HS10;Citrons et limes - Autre;Lemons and limes - Other;Alimentation;20.0;1.0;18.0;=;39.0
080590;HS6;Autres agrumes;Other citrus fruit;;;;;;
0805901000;HS10;Autres agrumes - Type 1;Other citrus fruit - Type 1;Alimentation;20.0;1.0;18.0;=;39.0
0805902000;HS10;Autres agrumes - Type 2;Other citrus fruit - Type 2;Alimentation;20.0;1.0;18.0;=;39.0
0805909000;HS10;Autres agrumes - Autre;Other citrus fruit - Other;Alimentation;20.0;1.0;18.0;=;39.0
0806;RANGEE 06;"Grapes; fresh or dried";;;;;;;
080610;HS6;Raisins frais;Fresh grapes;;;;;;
0806101000;HS10;Raisins frais - Variété 1;Fresh grapes - Variety 1;Alimentation;20.0;1.0;18.0;=;39.0
0806102000;HS10;Raisins frais - Variété 2;Fresh grapes - Variety 2;Alimentation;20.0;1.0;18.0;=;39.0
0806109000;HS10;Raisins frais - Autre;Fresh grapes - Other;Alimentation;20.0;1.0;18.0;=;39.0
080620;HS6;Raisins secs;Dried grapes;;;;;;
0806201000;HS10;Raisins secs - Type 1;Dried grapes - Type 1;Alimentation;20.0;1.0;18.0;=;39.0
0806202000;HS10;Raisins secs - Type 2;Dried grapes - Type 2;Alimentation;20.0;1.0;18.0;=;39.0
0806209000;HS10;Raisins secs - Autre;Dried grapes - Other;Alimentation;20.0;1.0;18.0;=;39.0
0807;RANGEE 07;"Melons (including watermelons) and papaws (papayas); fresh";;;;;;;
080711;HS6;Pastèques;Watermelons;;;;;;
0807111000;HS10;Pastèques - Variété 1;Watermelons - Variety 1;Alimentation;20.0;1.0;18.0;=;39.0
0807112000;HS10;Pastèques - Variété 2;Watermelons - Variety 2;Alimentation;20.0;1.0;18.0;=;39.0
0807119000;HS10;Pastèques - Autre;Watermelons - Other;Alimentation;20.0;1.0;18.0;=;39.0
080719;HS6;Autres melons frais;Other fresh melons;;;;;;
0807191000;HS10;Autres melons frais - Type 1;Other fresh melons - Type 1;Alimentation;20.0;1.0;18.0;=;39.0
0807192000;HS10;Autres melons frais - Type 2;Other fresh melons - Type 2;Alimentation;20.0;1.0;18.0;=;39.0
0807199000;HS10;Autres melons frais - Autre;Other fresh melons - Other;Alimentation;20.0;1.0;18.0;=;39.0
080720;HS6;Papayes;Papayas;;;;;;
0807201000;HS10;Papayes - Variété 1;Papayas - Variety 1;Alimentation;20.0;1.0;18.0;=;39.0
0807202000;HS10;Papayes - Variété 2;Papayas - Variety 2;Alimentation;20.0;1.0;18.0;=;39.0
0807209000;HS10;Papayes - Autre;Papayas - Other;Alimentation;20.0;1.0;18.0;=;39.0
0808;RANGEE 08;"Apples, pears and quinces; fresh";;;;;;;
080810;HS6;Pommes fraîches;Fresh apples;;;;;;
0808101000;HS10;Pommes fraîches - Type 1;Fresh apples - Type 1;Alimentation;20.0;1.0;18.0;=;39.0
0808102000;HS10;Pommes fraîches - Type 2;Fresh apples - Type 2;Alimentation;20.0;1.0;18.0;=;39.0
0808109000;HS10;Pommes fraîches - Autre;Fresh apples - Other;Alimentation;20.0;1.0;18.0;=;39.0
080830;HS6;Poires fraîches;Fresh pears;;;;;;
0808301000;HS10;Poires fraîches - Type 1;Fresh pears - Type 1;Alimentation;20.0;1.0;18.0;=;39.0
0808302000;HS10;Poires fraîches - Type 2;Fresh pears - Type 2;Alimentation;20.0;1.0;18.0;=;39.0
0808309000;HS10;Poires fraîches - Autre;Fresh pears - Other;Alimentation;20.0;1.0;18.0;=;39.0
080840;HS6;Coings frais;Fresh quinces;;;;;;
0808401000;HS10;Coings frais - Type 1;Fresh quinces - Type 1;Alimentation;20.0;1.0;18.0;=;39.0
0808402000;HS10;Coings frais - Type 2;Fresh quinces - Type 2;Alimentation;20.0;1.0;18.0;=;39.0
0808409000;HS10;Coings frais - Autre;Fresh quinces - Other;Alimentation;20.0;1.0;18.0;=;39.0
0809;RANGEE 09;Apricots, cherries, peaches (including nectarines), plums and sloes, fresh;;;;;;;
080910;HS6;Abricots frais;Fresh apricots;;;;;;
0809101000;HS10;Abricots frais - Type 1;Fresh apricots - Type 1;Alimentation;20.0;1.0;18.0;=;39.0
0809102000;HS10;Abricots frais - Type 2;Fresh apricots - Type 2;Alimentation;20.0;1.0;18.0;=;39.0
0809109000;HS10;Abricots frais - Autre;Fresh apricots - Other;Alimentation;20.0;1.0;18.0;=;39.0
080921;HS6;Cerises acides fraîches;Fresh sour cherries;;;;;;
0809211000;HS10;Cerises acides fraîches - Type 1;Fresh sour cherries - Type 1;Alimentation;20.0;1.0;18.0;=;39.0
0809212000;HS10;Cerises acides fraîches - Type 2;Fresh sour cherries - Type 2;Alimentation;20.0;1.0;18.0;=;39.0
0809219000;HS10;Cerises acides fraîches - Autre;Fresh sour cherries - Other;Alimentation;20.0;1.0;18.0;=;39.0
080929;HS6;Autres cerises fraîches;Other fresh cherries;;;;;;
0809291000;HS10;Autres cerises fraîches - Type 1;Other fresh cherries - Type 1;Alimentation;20.0;1.0;18.0;=;39.0
0809292000;HS10;Autres cerises fraîches - Type 2;Other fresh cherries - Type 2;Alimentation;20.0;1.0;18.0;=;39.0
0809299000;HS10;Autres cerises fraîches - Autre;Other fresh cherries - Other;Alimentation;20.0;1.0;18.0;=;39.0
080930;HS6;Pêches et nectarines;Peaches and nectarines;;;;;;
0809301000;HS10;Pêches et nectarines - Variété 1;Peaches and nectarines - Variety 1;Alimentation;20.0;1.0;18.0;=;39.0
0809302000;HS10;Pêches et nectarines - Variété 2;Peaches and nectarines - Variety 2;Alimentation;20.0;1.0;18.0;=;39.0
0809309000;HS10;Pêches et nectarines - Autre;Peaches and nectarines - Other;Alimentation;20.0;1.0;18.0;=;39.0
080940;HS6;Prunes fraîches;Fresh plums;;;;;;
0809401000;HS10;Prunes fraîches - Type 1;Fresh plums - Type 1;Alimentation;20.0;1.0;18.0;=;39.0
0809402000;HS10;Prunes fraîches - Type 2;Fresh plums - Type 2;Alimentation;20.0;1.0;18.0;=;39.0
0809409000;HS10;Prunes fraîches - Autre;Fresh plums - Other;Alimentation;20.0;1.0;18.0;=;39.0
0810;RANGEE 10;"Fruit, fresh; n.e.c. in chapter 08";;;;;;;
081010;HS6;Fraises fraîches;Fresh strawberries;;;;;;
0810101000;HS10;Fraises fraîches - Variété 1;Fresh strawberries - Variety 1;Alimentation;20.0;1.0;18.0;=;39.0
0810102000;HS10;Fraises fraîches - Variété 2;Fresh strawberries - Variety 2;Alimentation;20.0;1.0;18.0;=;39.0
0810109000;HS10;Fraises fraîches - Autre;Fresh strawberries - Other;Alimentation;20.0;1.0;18.0;=;39.0
081020;HS6;Framboises;Fresh raspberries;;;;;;
0810201000;HS10;Framboises - Type 1;Fresh raspberries - Type 1;Alimentation;20.0;1.0;18.0;=;39.0
0810202000;HS10;Framboises - Type 2;Fresh raspberries - Type 2;Alimentation;20.0;1.0;18.0;=;39.0
0810209000;HS10;Framboises - Autre;Fresh raspberries - Other;Alimentation;20.0;1.0;18.0;=;39.0
081030;HS6;Groseilles;Fresh currants;;;;;;
0810301000;HS10;Groseilles - Type 1;Fresh currants - Type 1;Alimentation;20.0;1.0;18.0;=;39.0
0810302000;HS10;Groseilles - Type 2;Fresh currants - Type 2;Alimentation;20.0;1.0;18.0;=;39.0
0810309000;HS10;Groseilles - Autre;Fresh currants - Other;Alimentation;20.0;1.0;18.0;=;39.0
081040;HS6;Airelles;Fresh cranberries;;;;;;
0810401000;HS10;Airelles - Type 1;Fresh cranberries - Type 1;Alimentation;20.0;1.0;18.0;=;39.0
0810402000;HS10;Airelles - Type 2;Fresh cranberries - Type 2;Alimentation;20.0;1.0;18.0;=;39.0
0810409000;HS10;Airelles - Autre;Fresh cranberries - Other;Alimentation;20.0;1.0;18.0;=;39.0
081050;HS6;Kiwis frais;Fresh kiwifruit;;;;;;
0810501000;HS10;Kiwis frais - Type 1;Fresh kiwifruit - Type 1;Alimentation;20.0;1.0;18.0;=;39.0
