"Chapitre;Description Chapitre (FR);Description Chapitre (EN);Code SH6;Description Produit (FR);Description Produit (EN);Statut","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"85;Machines et appareils électriques;Electrical machinery and equipment;854449;Autres;Insulated electric conductors;for a voltage not exceeding 1000 volts","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"85;Machines et appareils électriques;Electrical machinery and equipment;854460;Autres conducteurs électriques pour tensions excédant 1.000 V;Insulated electric conductors;for a voltage exceeding 1000 volts","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"85;Machines et appareils électriques;Electrical machinery and equipment;854470;câbles de fibres optiques;Insulated electric conductors;optical fibre cables","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"85;Machines et appareils électriques;Electrical machinery and equipment;854511;Des types utilisés pour fours;Carbon electrodes;with or without metal","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"85;Machines et appareils électriques;Electrical machinery and equipment;854519;Autres;Carbon electrodes;with or without metal","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"85;Machines et appareils électriques;Electrical machinery and equipment;854520;Balais;Carbon brushes;with or without metal","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"85;Machines et appareils électriques;Electrical machinery and equipment;854590;Autres;Carbon;lamp carbons","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"85;Machines et appareils électriques;Electrical machinery and equipment;854610;En verre;Electrical insulators;of glass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"85;Machines et appareils électriques;Electrical machinery and equipment;854620;En céramique;Electrical insulators;of ceramics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"85;Machines et appareils électriques;Electrical machinery and equipment;854690;Autres;Electrical insulators;other than of glass and ceramics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"85;Machines et appareils électriques;Electrical machinery and equipment;854710;Pièces isolantes en céramique;Insulating fittings;of ceramics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"85;Machines et appareils électriques;Electrical machinery and equipment;854720;Pièces isolantes en matières plastiques;Insulating fittings;of plastics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"85;Machines et appareils électriques;Electrical machinery and equipment;854790;Autres;Insulating fittings;(other than of ceramics or plastics)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"85;Machines et appareils électriques;Electrical machinery and equipment;854800;Parties électriques de machines ou d'appareils;Electrical parts of machinery or apparatus;not specified or elsewhere included in this chapter","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"85;Machines et appareils électriques;Electrical machinery and equipment;854910;Déchets et débris de piles;piles et batteries de piles électriques hors d'usage et accumulateurs électriques hors d'usage :;","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"85;Machines et appareils électriques;Electrical machinery and equipment;854911;Déchets et débris d'accumulateurs au plomb et à l'acide;accumulateurs au plomb et à l'acide hors d'usage;Waste and scrap of lead-acid accumulators","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"85;Machines et appareils électriques;Electrical machinery and equipment;854912;Autres;Waste and scrap;of primary cells","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"85;Machines et appareils électriques;Electrical machinery and equipment;854913;Triés par type de composant chimique et ne contenant ni plomb;Waste and scrap;of primary cells","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"85;Machines et appareils électriques;Electrical machinery and equipment;854914;En vrac et ne contenant ni plomb;Waste and scrap;of primary cells","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"85;Machines et appareils électriques;Electrical machinery and equipment;854919;Autres;Waste and scrap;of primary cells","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"85;Machines et appareils électriques;Electrical machinery and equipment;854920;Des types utilisés principalement pour la récupération des métaux précieux :;;Ajouté","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"85;Machines et appareils électriques;Electrical machinery and equipment;854921;Contenant des piles et batteries de piles électriques;Electrical and electronic waste and scrap;of a kind used principally for the recovery of precious metal","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"85;Machines et appareils électriques;Electrical machinery and equipment;854929;Autres;Waste and scrap;of a kind used principally for the recovery of precious metal n.e.c. in item no 8549.21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"85;Machines et appareils électriques;Electrical machinery and equipment;854930;Autres assemblages électriques et électroniques et les cartes de circuits imprimés :;;Ajouté","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"85;Machines et appareils électriques;Electrical machinery and equipment;854931;Contenant des piles et batteries de piles électriques;Electrical and electronic waste and scrap;electrical and electronic assemblies and printed circuit boards","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"85;Machines et appareils électriques;Electrical machinery and equipment;854939;Autres;Waste and scrap;electrical and electronic assemblies and printed circuit boards","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"85;Machines et appareils électriques;Electrical machinery and equipment;854990;Autres :;;Ajouté","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"85;Machines et appareils électriques;Electrical machinery and equipment;854991;Contenant des piles et batteries de piles électriques;Waste and scrap;n.e.c. in heading no 8549","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"85;Machines et appareils électriques;Electrical machinery and equipment;854999;Autres;Waste and scrap;n.e.c. in item no 8549.91","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"86;Véhicules et matériel pour voies ferrées;Railway locomotives;860110;A source extérieure d'électricité;Rail locomotives;powered from an external source of electricity","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"86;Véhicules et matériel pour voies ferrées;Railway locomotives;860120;A accumulateurs électriques;Rail locomotives;powered by electric accumulators","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"86;Véhicules et matériel pour voies ferrées;Railway locomotives;860210;Locomotives diésel-électriques;Rail locomotives;diesel-electric powered","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"86;Véhicules et matériel pour voies ferrées;Railway locomotives;860290;Autres;Rail locomotives and locomotive tenders;other than diesel-electric powered","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"86;Véhicules et matériel pour voies ferrées;Railway locomotives;860310;A source extérieur d'électricité;Railway or tramway coaches;self-propelled","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"86;Véhicules et matériel pour voies ferrées;Railway locomotives;860390;Autres;Railway or tramway coaches;self-propelled","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"86;Véhicules et matériel pour voies ferrées;Railway locomotives;860400;Véhicules pour l'entretien ou le service des voies férrées ou similaires;Railway or tramway maintenance or service vehicles;whether or not self-propelled (e.g. workshops","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"86;Véhicules et matériel pour voies ferrées;Railway locomotives;860500;Voitures à voyageurs;Railway or tramway coaches;passenger coaches","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"86;Véhicules et matériel pour voies ferrées;Railway locomotives;860610;Wagons-citernes et similaires;Railway or tramway goods vans and wagons;tank wagons and the like","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"86;Véhicules et matériel pour voies ferrées;Railway locomotives;860630;Wagons à déchargement automatique;Railway or tramway goods vans and wagons;self-discharging","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"86;Véhicules et matériel pour voies ferrées;Railway locomotives;860691;Couverts et fermés;Railway or tramway goods vans and wagons;covered and closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"86;Véhicules et matériel pour voies ferrées;Railway locomotives;860692;Ouverts;Railway or tramway goods vans and wagons;open","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"86;Véhicules et matériel pour voies ferrées;Railway locomotives;860699;Autres;Railway or tramway goods vans and wagons;n.e.c. in heading no. 8606","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"86;Véhicules et matériel pour voies ferrées;Railway locomotives;860711;Bogies et bissels de traction;Railway or tramway locomotives or rolling stock;parts","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"86;Véhicules et matériel pour voies ferrées;Railway locomotives;860712;Autres bogies et bissels;Railway or tramway locomotives or rolling stock;parts","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"86;Véhicules et matériel pour voies ferrées;Railway locomotives;860719;Autres;Railway or tramway locomotives or rolling stock;parts","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"86;Véhicules et matériel pour voies ferrées;Railway locomotives;860721;Freins à air comprimé et leurs parties;Railway or tramway locomotives or rolling stock;parts","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"86;Véhicules et matériel pour voies ferrées;Railway locomotives;860729;Autres;Railway or tramway locomotives or rolling stock;parts","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"86;Véhicules et matériel pour voies ferrées;Railway locomotives;860730;Crochets et autres systèmes d'attelage;Railway or tramway locomotives or rolling stock;parts","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"86;Véhicules et matériel pour voies ferrées;Railway locomotives;860791;De locomotives ou de locotracteurs;Railway or tramway locomotives;parts n.e.c. in heading no. 8607","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"86;Véhicules et matériel pour voies ferrées;Railway locomotives;860799;Autres;Railway or tramway rolling stock;parts n.e.c. in heading no. 8607","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"86;Véhicules et matériel pour voies ferrées;Railway locomotives;860800;Matériel fixe pour voies ferrées ou similaires;appareils mécaniques (y compris électromécaniques) de signalisation;leurs parties","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"86;Véhicules et matériel pour voies ferrées;Railway locomotives;860900;Cadres et conteneurs (y compris les conteneurs-citernes et leurs conteneurs-réservoirs) spécialement conçus et équipés pour un ou plusieurs modes de transport;Containers;(including containers for transport of fluids) specially designed and equipped for carriage by one or more modes of transport","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"87;Voitures automobiles;Vehicles other than railway;870110;Motoculteurs;Pedestrian controlled tractors;Existant","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"87;Voitures automobiles;Vehicles other than railway;870120;Tracteurs routiers pour semi-remorques;Road tractors for semi-trailers;Existant","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"87;Voitures automobiles;Vehicles other than railway;870121;Uniquement à moteur à piston à allumage par compression (diesel ou semi- diesel);Tractors;road tractors for semi-trailers","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"87;Voitures automobiles;Vehicles other than railway;870122;Equipés à la fois;Tractors;road tractors for semi-trailers","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"87;Voitures automobiles;Vehicles other than railway;870123;Equipés à la fois;Tractors;road tractors for semi-trailers","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"87;Voitures automobiles;Vehicles other than railway;870124;Uniquement à moteur électrique pour la propulsion;Tractors;road tractors for semi-trailers","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"87;Voitures automobiles;Vehicles other than railway;870129;Autres;Tractors;road tractors for semi-trailers","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"87;Voitures automobiles;Vehicles other than railway;870130;Tracteurs à chenilles;Track-laying tractors;Existant","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"87;Voitures automobiles;Vehicles other than railway;870190;Autres tracteurs;Other tractors;Existant","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"87;Voitures automobiles;Vehicles other than railway;870191;N'excédant pas 18 kW;Tractors;n.e.c. in heading no 8701 (other than tractors of heading no 8709)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"87;Voitures automobiles;Vehicles other than railway;870192;Excédant 18 kW mais n'excédant pas 37 kW;Tractors;n.e.c. in heading no 8701 (other than tractors of heading no 8709)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"87;Voitures automobiles;Vehicles other than railway;870193;Excédant 37 kW mais n'excédant pas 75 kW;Tractors;n.e.c. in heading no 8701 (other than tractors of heading no 8709)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"87;Voitures automobiles;Vehicles other than railway;870194;Excédant 75 kW mais n'excédant pas 130 kW;Tractors;n.e.c. in heading no 8701 (other than tractors of heading no 8709)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"87;Voitures automobiles;Vehicles other than railway;870195;Excédant 130 kW;Tractors;n.e.c. in heading no 8701 (other than tractors of heading no 8709)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"87;Voitures automobiles;Vehicles other than railway;870210;Véhicules pour ≥10 personnes diesel;Diesel vehicles for ≥10 persons;Existant","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"87;Voitures automobiles;Vehicles other than railway;870220;Véhicules pour ≥10 personnes diesel + électrique;Diesel-electric vehicles for ≥10 persons;Existant","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"87;Voitures automobiles;Vehicles other than railway;870230;Véhicules pour ≥10 personnes essence;Spark-ignition vehicles for ≥10 persons;Existant","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"87;Voitures automobiles;Vehicles other than railway;870240;Véhicules pour ≥10 personnes électriques;Electric vehicles for ≥10 persons;Existant","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"87;Voitures automobiles;Vehicles other than railway;870290;Autres véhicules pour ≥10 personnes;Other vehicles for ≥10 persons;Existant","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"87;Voitures automobiles;Vehicles other than railway;870310;Véhicules spécialement conçus pour neige;Vehicles for snow;Existant","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"87;Voitures automobiles;Vehicles other than railway;870321;Voitures essence ≤1000cc;Spark-ignition cars ≤1000cc;Existant","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"87;Voitures automobiles;Vehicles other than railway;870322;Voitures essence 1000-1500cc;Spark-ignition cars 1000-1500cc;Existant","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"87;Voitures automobiles;Vehicles other than railway;870323;Voitures essence 1500-3000cc;Spark-ignition cars 1500-3000cc;Existant","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"87;Voitures automobiles;Vehicles other than railway;870324;Voitures essence >3000cc;Spark-ignition cars >3000cc;Existant","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"87;Voitures automobiles;Vehicles other than railway;870330;Autres véhicules;;Ajouté","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"87;Voitures automobiles;Vehicles other than railway;870331;Voitures diesel ≤1500cc;Diesel cars ≤1500cc;Existant","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"87;Voitures automobiles;Vehicles other than railway;870332;Voitures diesel 1500-2500cc;Diesel cars 1500-2500cc;Existant","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"87;Voitures automobiles;Vehicles other than railway;870333;Voitures diesel >2500cc;Diesel cars >2500cc;Existant","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"87;Voitures automobiles;Vehicles other than railway;870340;Véhicules hybrides essence-électrique;Spark-ignition hybrid vehicles;Existant","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"87;Voitures automobiles;Vehicles other than railway;870350;Véhicules hybrides diesel-électrique;Diesel-electric hybrid vehicles;Existant","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"87;Voitures automobiles;Vehicles other than railway;870360;Véhicules électriques;Electric vehicles;Existant","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"87;Voitures automobiles;Vehicles other than railway;870370;Autres véhicules;Other vehicles;Existant","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"87;Voitures automobiles;Vehicles other than railway;870380;Véhicules à propulsion électrique uniquement;Vehicles with only electric motor;Existant","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"87;Voitures automobiles;Vehicles other than railway;870390;Autres voitures;Other motor cars;Existant","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"87;Voitures automobiles;Vehicles other than railway;870410;Tombereaux pour utilisation hors-route;Dumpers for off-highway use;Existant","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"87;Voitures automobiles;Vehicles other than railway;870421;Véhicules diesel ≤5t;Diesel vehicles ≤5t;Existant","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"87;Voitures automobiles;Vehicles other than railway;870422;Véhicules diesel 5-20t;Diesel vehicles 5-20t;Existant","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"87;Voitures automobiles;Vehicles other than railway;870423;Véhicules diesel >20t;Diesel vehicles >20t;Existant","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"87;Voitures automobiles;Vehicles other than railway;870431;Véhicules essence ≤5t;Spark-ignition vehicles ≤5t;Existant","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"87;Voitures automobiles;Vehicles other than railway;870432;Véhicules essence >5t;Spark-ignition vehicles >5t;Existant","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"87;Voitures automobiles;Vehicles other than railway;870441;D'un poids en charge maximal n'excédant pas 5 tonnes;Vehicles;with both compression-ignition internal combustion piston engine (diesel/semi-diesel) and electric motor as motor for propulsion","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"87;Voitures automobiles;Vehicles other than railway;870442;D'un poids en charge maximal excédant 5 tonnes mais n'excédant pas 20 tonnes;Vehicles;with both compression-ignition internal combustion piston engine (diesel/semi-diesel) and electric motors for propulsion","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"87;Voitures automobiles;Vehicles other than railway;870443;D'un poids en charge maximal excédant 20 tonnes;Vehicles;with both compression-ignition internal combustion piston engine (diesel/semi-diesel) and electric motors for propulsion","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"87;Voitures automobiles;Vehicles other than railway;870451;D'un poids en charge maximal n'excédant pas 5 tonnes;Vehicles;with both spark-ignition internal combustion piston engine and electric motors for propulsion","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"87;Voitures automobiles;Vehicles other than railway;870452;D'un poids en charge maximal excédant 5 tonnes;Vehicles;with both spark-ignition internal combustion piston engine and electric motors for propulsion","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"87;Voitures automobiles;Vehicles other than railway;870460;Autres;Vehicles;with only electric motor for propulsion","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"87;Voitures automobiles;Vehicles other than railway;870490;Autres véhicules pour transport de marchandises;Other goods transport vehicles;Existant","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"87;Voitures automobiles;Vehicles other than railway;870510;Camions-grues;Mobile cranes;Existant","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"87;Voitures automobiles;Vehicles other than railway;870520;Derricks automobiles pour sondage;Mobile drilling derricks;Existant","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"87;Voitures automobiles;Vehicles other than railway;870530;Voitures de lutte contre l'incendie;Fire fighting vehicles;Existant","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"87;Voitures automobiles;Vehicles other than railway;870540;Camions-bétonnières;Concrete-mixer lorries;Existant","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"87;Voitures automobiles;Vehicles other than railway;870590;Autres véhicules spéciaux;Other special purpose vehicles;Existant","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"87;Voitures automobiles;Vehicles other than railway;870600;Châssis avec moteurs;Chassis with engines;Existant","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"87;Voitures automobiles;Vehicles other than railway;870710;Carrosseries pour voitures;Bodies for motor cars;Existant","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"87;Voitures automobiles;Vehicles other than railway;870790;Autres carrosseries;Other bodies;Existant","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"87;Voitures automobiles;Vehicles other than railway;870810;Pare-chocs;Bumpers;Existant","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"87;Voitures automobiles;Vehicles other than railway;870821;Ceintures de sécurité;Safety seat belts;Existant","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"87;Voitures automobiles;Vehicles other than railway;870822;Pare-brises;Vehicles;parts and accessories","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"87;Voitures automobiles;Vehicles other than railway;870829;Autres parties de carrosseries;Other body parts;Existant","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"87;Voitures automobiles;Vehicles other than railway;870830;Freins et servo-freins;Brakes and servo-brakes;Existant","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"87;Voitures automobiles;Vehicles other than railway;870840;Boîtes de vitesses;Gear boxes;Existant","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"87;Voitures automobiles;Vehicles other than railway;870850;Essieux moteurs;Drive-axles;Existant","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"87;Voitures automobiles;Vehicles other than railway;870860;Essieux non moteurs;Non-driving axles;Existant","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"87;Voitures automobiles;Vehicles other than railway;870870;Roues et leurs parties;Road wheels;Existant","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"87;Voitures automobiles;Vehicles other than railway;870880;Amortisseurs de suspension;Suspension shock absorbers;Existant","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"87;Voitures automobiles;Vehicles other than railway;870891;Radiateurs;Radiators;Existant","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"87;Voitures automobiles;Vehicles other than railway;870892;Silencieux et tuyaux d'échappement;Silencers and exhaust pipes;Existant","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"87;Voitures automobiles;Vehicles other than railway;870893;Embrayages et leurs parties;Clutches and parts;Existant","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"87;Voitures automobiles;Vehicles other than railway;870894;Volants;Steering wheels and columns;Existant","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"87;Voitures automobiles;Vehicles other than railway;870895;Coussins gonflables de sécurité;Safety airbags;Existant","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"87;Voitures automobiles;Vehicles other than railway;870899;Autres parties et accessoires;Other parts and accessories;Existant","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"87;Voitures automobiles;Vehicles other than railway;870911;Chariots électriques;Works trucks;Existant","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"87;Voitures automobiles;Vehicles other than railway;870919;Autres chariots;Other works trucks;Existant","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"87;Voitures automobiles;Vehicles other than railway;870990;Parties de chariots;Parts of works trucks;Existant","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
