Chapitre;Code_Position_10_chiffres;Designation;Droit_Importation_DI;Taxe_Parafiscale_Importation_TPI;Taxe_Valeur_Ajoutee_TVA;Taxe_Interieure_Consommation_TIC;Formalites_particulieres;Source
87;8701239900;- - - usagés;17.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8701241000;- - importés à l'état démonté, sous la forme d'éléments C.K.D., à l'exclusion £des éléments visés par la note complémentaire n  1 du présent Chapitre £– – – autres:;2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8701249100;- - - neufs;2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8701249900;- - - usagés;2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8701291000;- - importés à l'état démonté, sous la forme d'éléments C.K.D., à l'exclusion £des éléments visés par la note complémentaire n  1 du présent Chapitre £– – – autres: £– – – – à moteur à explosion :;2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8701292100;- - - - neufs;17.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8701292900;- - - - usagés  £– – – – à moteur autre :;17.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8701299100;- - - - neufs;30 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8701299900;- - - - usagés;30 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8701301110;- - - - pour l'agriculture;2.5 %;0 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8701301190;- - - - autres;2.5 %;0 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8701301911;- - - - - neufs£- - - - - - usagés :;2.5 %;0 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8701301919;- - - - - usagés;2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8701301991;- - - - - neufs;2.5 %;0 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8701301999;- - - - - usagés£- - - à moteur autre :;2.5 %;0 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8701309100;- - - importés à l'état démonté, sous la forme d'éléments CKD, destinés aux chaînes de montage agréées à cette fin par le gouvernement à l'exclusion des éléments visés par la note complémentaire n° 1 du présent chapitre;2.5 %;0 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8701309910;- - - - neufs£- - - - - usagés :;2.5 %;0 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8701309990;- - - - usagés– Autres, d'une puissance de moteur:;2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8701911010;- - - - - - à moteur à explosion;2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8701911020;- - - - - - à moteur à combustion interne;2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8701912010;- - - - - tracteurs-treuils;2.5 %;0 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8701912090;- - - - - - autres– – – – autres :;2.5 %;0 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8701913011;- - - - - - - neufs;2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8701913019;- - - - - - usagés– – – – – – à moteur à combustion interne:;2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8701913091;- - - - - - - neufs;2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8701913099;- - - - - - usagés;2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8701914011;- - - - - - neufs;2.5 %;0 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8701914019;- - - - - - usagés– – – – – – autres :;2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8701914091;- - - - - - neufs;2.5 %;0 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8701914099;- - - - - - usagés– – – à moteur autre :;2.5 %;0 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8701915000;- - - importés à l'état démonté, sous la forme d'éléments C.K.D., à l'exclusion des éléments visés par la note complémentaire n° 1 du présent Chapitre– – – – autres :;2.5 %;0 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8701916010;- - - - - neufs;2.5 %;0 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8701916090;- - - - - usagés;2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8701919010;- - - - - neufs;2.5 %;0 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8701919090;- - - - - usagés;2.5 %;0 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8701921010;- - - - - - à moteur à explosion;2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8701921020;- - - - - - à moteur à combustion interne;2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8701922010;- - - - - tracteurs-treuils;2.5 %;0 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8701922090;- - - - - - autres– – – – autres :;2.5 %;0 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8701923011;- - - - - - - neufs;2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8701923019;- - - - - - usagés– – – – – – à moteur à combustion interne:;2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8701923091;- - - - - - neufs;2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8701923099;- - - - - - usagés;2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8701924011;- - - - - - neufs;2.5 %;0 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8701924019;- - - - - - usagés– – – – – – autres :;2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8701924091;- - - - - - neufs;2.5 %;0 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8701924099;- - - - - - usagés– – – à moteur autre :;2.5 %;0 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8701925000;- - - importés à l'état démonté, sous la forme d'éléments C.K.D., à l'exclusion des éléments visés par la note complémentaire n° 1 du présent Chapitre– – – – autres :;2.5 %;0 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8701926010;- - - - - neufs;2.5 %;0 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8701926090;- - - - - usagés;2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8701929010;- - - - - neufs;2.5 %;0 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8701929090;- - - - - usagés;2.5 %;0 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8701931010;- - - - - - à moteur à explosion;2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8701931020;- - - - - - à moteur à combustion interne;2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8701932010;- - - - - tracteurs-treuils;2.5 %;0 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8701932090;- - - - - - autres– – – – autres :;2.5 %;0 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8701933011;- - - - - - - neufs;2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8701933019;- - - - - - usagés– – – – – – à moteur à combustion interne:;2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8701933091;- - - - - - - neufs;2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8701933099;- - - - - - usagés;2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8701934011;- - - - - - neufs;2.5 %;0 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8701934019;- - - - - - usagés– – – – – – autres :;2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8701934091;- - - - - - neufs;2.5 %;0 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8701934099;- - - - - - usagés– – – à moteur autre :;2.5 %;0 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8701935000;- - - importés à l'état démonté, sous la forme d'éléments C.K.D., à l'exclusion des éléments visés par la note complémentaire n° 1 du présent Chapitre– – – – autres :;2.5 %;0 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8701936010;- - - - - neufs;2.5 %;0 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8701936090;- - - - - usagés;2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8701939010;- - - - - neufs;2.5 %;0 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8701939090;- - - - - usagés;2.5 %;0 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8701941010;- - - - - - à moteur à explosion;2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8701941020;- - - - - - à moteur à combustion interne;2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8701942010;- - - - - - tracteurs-treuils;2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8701942090;- - - - - - autres– – – – autres :;2.5 %;0 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8701943011;- - - - - - - neufs;2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8701943019;- - - - - - usagés– – – – – – à moteur à combustion interne:;2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8701943091;- - - - - - - neufs;2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8701943099;- - - - - - usagés;2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8701944011;- - - - - - neufs;17.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8701944019;- - - - - - usagés– – – – – – autres :;17.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8701944091;- - - - - - neufs;2.5 %;0 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8701944099;- - - - - - usagés– – – à moteur autre :;2.5 %;0 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8701945000;- - - importés à l'état démonté, sous la forme d'éléments C.K.D., à l'exclusion des éléments visés par la note complémentaire n° 1 du présent Chapitre– – – – autres :;2.5 %;0 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8701946010;- - - - - neufs;2.5 %;0 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8701946090;- - - - - usagés;2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8701949010;- - - - - neufs;2.5 %;0 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8701949090;- - - - - usagés;2.5 %;0 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8701951010;- - - - - - à moteur à explosion;2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8701951020;- - - - - - à moteur à combustion interne;2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8701952010;- - - - - - tracteurs-treuils;2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8701952090;- - - - - - autres– – – – autres :;2.5 %;0 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8701953011;- - - - - - - neufs;2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8701953019;- - - - - - usagés– – – – – – à moteur à combustion interne:;2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8701953091;- - - - - - - neufs;2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8701953099;- - - - - - usagés;2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8701954011;- - - - - - neufs;17.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8701954019;- - - - - - usagés– – – – – – autres :;17.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8701954091;- - - - - - neufs;2.5 %;0 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8701954099;- - - - - - usagés– – – à moteur autre :;2.5 %;0 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8701955000;- - - importés à l'état démonté, sous la forme d'éléments C.K.D., à l'exclusion des éléments visés par la note complémentaire n° 1 du présent Chapitre– – – – autres :;2.5 %;0 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8701956010;- - - - - neufs;2.5 %;0 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8701956090;- - - - - usagés;2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8701959010;- - - - - neufs;2.5 %;0 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8701959090;- - - - - usagés;2.5 %;0 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8702102011;- - - - autocars et autobus;2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8702102019;- - - - autres– – – – autres :;2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8702102091;- - - - autocars et autobus;2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8702102099;- - - - autres– – – autres :;2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8702109300;- - - châssis de véhicules automobiles comportant une cabine, équipés de £leur moteur;17.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8702109510;- - - - neufs;30 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
87;8702109590;- - - - usagés;30 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8702109711;- - - - - neufs;30 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8702109719;- - - - - usagés– – – – – autres :;30 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8702109791;- - - - - neufs;30 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8702109799;- - - - - usagés;30 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8702201011;- - - - autocars et autobus;2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8702201019;- - - - autres– – – – autres :;2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8702201091;- - - - autocars et autobus;2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8702201099;- - - - autres– – – autres :;2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8702209100;- - - châssis de véhicules automobiles comportant une cabine, équipés de £leur moteur;17.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8702209210;- - - - neufs;30 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
87;8702209290;- - - - usagés;30 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8702209911;- - - - - neufs;30 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8702209919;- - - - - usagés– – – – – autres :;30 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8702209991;- - - - - neufs;30 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8702209999;- - - - - usagés;30 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8702301011;- - - - autocars et autobus;2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8702301019;- - - - autres– – – – autres :;2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8702301091;- - - - autocars et autobus;2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
